 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Valor serviços hospitalares por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2008/Jul";"2009/Jul";"2009/Set";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"350850 Caçapava";-;-;-;-;-;-;-;-;-;-;-;7382,46;14720,65;5445,15;16036,02;20398,50;12093,19;9439,81;43318,50;10325,55;3950,18;1336,97;21506,83;2733,67;995,53;-;5166,62;11049,69;16743,63;20445,51;3501,75;9927,44;27372,76;19181,59;1882,03;1230,81;1275,97;2439,17;7222,93;5834,98;18947,79;3172,04;29213,05;4085,47;4564,93;997,16;1788,56;60119,35;17724,40;1797,26;2845,49;8255,61;9817,23;8615,79;17096,61;22655,93;9869,63;622,53;3522,98;21302,41;14719,32;16399,39;8283,64;17949,37;1447,35;365,71;44380,98;23599,96;31791,83;14388,76;24172,55;14157,94;17583,19;15867,44;24624,59;22708,30;41643,94;14812,67;6384,02;8187,31;36126,21;2104,05;13233,92;10820,66;42092,19;874,97;11277,37;24126,61;9418,40;8478,95;1854,87;892,00;28928,19;1845,49;20161,32;10245,93;3029,49;5082,89;1757,99;35309,10;146736,44;2815,75;27465,23;57056,34;4311,02;31557,68;4121,87;17671,97;79295,22;34302,24;57360,01;23585,31;14353,30;8547,06;8979,35;7727,63;1706987,39
"350860 Cachoeira Paulista";-;-;-;-;-;-;-;-;-;-;-;-;5063,01;1949,29;7307,26;411,49;23397,00;28939,84;12383,32;3482,41;6522,35;1106,00;-;598,53;-;2014,69;-;3245,96;1173,78;-;-;3538,42;686,53;3104,51;13217,95;1181,09;15900,00;7922,33;8282,64;1261,06;159,12;5022,37;-;774,53;3641,98;-;-;8978,90;3448,13;1456,84;41,34;467,47;-;12848,99;-;-;-;1111,92;2068,42;-;-;876,74;-;-;-;-;6880,21;3046,01;-;4422,32;-;4569,99;2427,49;598,53;-;-;3374,49;3180,63;4196,98;7474,53;13144,67;622,53;43226,70;528,07;1318,58;598,22;9609,92;392,19;-;1438,56;451,47;638,53;-;1568,84;162,88;9103,80;3441,56;1448,43;5750,36;5773,45;8235,39;622,53;1255,69;12899,08;7198,79;6565,66;9374,67;826,53;7031,39;4652,85;1560,79;3800,13;3669,06;1074,00;3844,60;2880,37;408467,68
"350870 Caconde";-;-;-;-;-;-;-;-;-;-;-;5097,22;-;-;762,26;385,40;2323,02;12138,62;5558,08;5929,24;2037,34;3808,27;8936,62;-;1074,00;-;-;491,47;1877,88;1208,40;2515,58;18736,28;2996,19;16999,65;5700,55;-;636,42;475,47;-;-;4802,02;2204,39;1147,34;-;1060,14;6098,59;726,71;1258,95;4557,51;-;-;2609,26;1934,06;925,78;475,47;-;11099,84;7485,88;41,34;-;-;959,26;2395,35;-;974,94;-;-;1405,44;-;3230,38;-;-;-;-;10774,84;-;-;10564,36;538,64;504,07;-;751,80;453,13;9677,19;934,94;5767,90;-;-;942,94;958,94;18472,02;1162,38;2873,63;742,89;1079,10;11297,71;467,47;1630,11;101,78;1200,01;451,47;-;958,94;3961,00;467,47;1466,41;8734,49;23990,04;3377,10;1501,09;563,85;-;3944,74;9270,08;4727,41;-;299390,55
"350880 Cafelândia";-;-;-;-;-;-;-;-;-;-;-;1444,37;-;1407,89;1554,12;-;-;22077,13;1780,78;-;451,47;-;15406,93;33,34;-;-;-;5163,10;-;10335,92;4984,64;17149,90;-;-;533,54;-;-;3536,06;-;-;-;-;33,34;-;7783,73;-;2584,46;41,34;598,53;-;1158,43;54,31;-;725,31;614,53;-;4871,56;1335,91;444,26;-;-;-;-;-;-;2184,30;-;-;11389,28;-;-;1830,88;961,74;-;19907,47;3933,04;2539,31;467,47;-;-;12099,13;-;-;530,25;-;2620,32;1672,06;622,53;-;4021,24;-;159,12;-;-;-;-;-;735,88;36215,66;1298,32;-;-;7393,40;12386,77;5400,32;15200,88;9026,45;1394,20;-;-;451,47;-;953,77;2474,80;3936,69;-;267911,65
"350890 Caiabu";-;-;-;-;-;-;-;-;-;-;-;-;-;785,84;-;-;622,53;-;-;-;-;-;41,34;467,47;-;3715,84;-;598,53;1098,00;-;-;674,61;-;467,47;7087,43;-;-;-;499,47;1332,41;-;1018,13;-;-;7568,89;-;515,41;655,71;-;475,47;-;-;-;5180,77;15274,31;6757,05;3932,04;-;-;-;-;-;-;-;5159,39;4584,31;231,75;-;499,76;368,77;-;-;-;-;188,99;-;-;-;-;13017,63;-;-;-;-;-;-;1558,99;-;-;559,92;622,53;119,17;-;644,54;-;-;1104,01;-;9210,55;-;644,54;-;-;-;-;-;1077,76;-;-;652,54;-;2052,12;1296,14;-;-;-;102362,13
"350900 Caieiras";-;-;-;-;-;-;-;-;13583,75;442,70;-;1463,79;29700,98;2341,32;4280,47;8333,37;9303,60;3793,00;8036,77;6405,93;9143,75;10722,12;723,60;6028,73;2228,87;10487,58;22983,87;11587,09;20443,65;8555,86;1720,56;4396,89;25944,36;2342,29;13287,81;9127,57;2371,10;66680,35;13778,21;12477,08;22604,15;9902,63;3323,94;7331,65;25883,69;2410,59;7006,81;6030,91;16589,41;1933,58;21027,76;6166,53;71,17;11590,92;27450,53;11240,88;30629,95;25538,30;72,05;1688,88;19032,28;45734,64;1390,66;6042,92;4384,07;21451,97;6648,68;988,67;644,78;71364,88;23336,34;18308,10;27017,78;3442,30;4578,87;36297,97;10057,94;872,93;98043,49;12187,27;21710,26;28317,68;3583,99;2910,47;10076,56;10567,15;6306,04;6219,11;50789,93;7583,41;5229,15;11070,54;18551,96;17449,26;16443,25;5414,89;800,59;16240,76;26413,22;14291,68;6261,69;10583,57;21192,08;2066,41;1705,95;10713,34;9180,53;3816,63;25898,60;11488,20;23018,12;20470,35;37191,26;10641,41;7929,42;6991,68;1482157,03
"350910 Caiuá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3122,12;717,63;-;634,67;-;-;-;-;520,49;-;-;-;-;-;-;618,59;1262,85;2106,58;5003,70;-;606,53;-;-;-;613,54;1105,01;-;1674,83;-;-;2731,43;2775,37;-;820,20;-;540,95;-;-;-;-;-;175,12;-;-;475,47;-;-;1471,57;1682,80;167,21;-;1192,87;-;-;-;-;-;451,47;454,82;-;715,47;1110,70;-;360,19;-;-;1688,82;448,32;167,12;-;-;-;247,75;679,01;-;595,47;-;-;-;-;-;-;175,12;-;-;491,22;2288,81;1270,12;22938,31;-;650,22;-;5765,19;-;1370,64;-;-;414,30;-;168,62;-;72471,22
"350920 Cajamar";-;-;-;-;-;-;-;-;-;-;53118,44;27879,35;6562,55;787,28;51644,78;2874,74;2045,13;45454,63;25383,92;20115,99;39872,42;4192,58;15712,07;2278,29;1272,40;2304,63;4647,65;12482,05;5544,71;2095,48;31104,69;451,47;1564,98;9486,78;23186,07;7779,47;51894,83;4750,10;631,51;2314,07;2867,94;1805,88;2528,45;974,61;1009,74;1564,88;11267,80;27198,21;451,47;352,19;660,31;2321,18;3245,38;1878,96;4052,19;13840,86;5216,00;15102,08;16377,85;12046,36;860,21;2898,77;4729,51;12195,43;2875,07;16364,11;-;7792,04;2745,22;16029,81;3789,82;11491,14;1042,18;6922,87;3551,07;5972,19;21883,00;2468,87;6301,67;2639,07;451,47;30453,25;5220,38;9611,55;3942,74;8771,05;14816,55;6911,72;5230,56;3226,10;2397,94;39389,32;19931,06;8517,65;860,82;11415,96;8908,23;42255,08;8022,68;28819,21;13513,59;1087,53;2307,73;7233,44;5018,11;54,82;2874,16;12662,62;5729,46;1669,30;1895,00;6787,80;15282,75;36190,28;30149,86;940,07;1119297,29
"350925 Cajati";-;-;-;-;-;-;-;-;-;-;-;3878,45;3460,22;22380,70;2574,58;1093,93;159,12;4607,10;6137,29;2674,95;743,97;1433,61;2651,19;682,35;-;-;1852,91;2723,74;6901,14;4493,41;1036,76;1808,37;1438,81;1380,34;2587,94;451,47;598,53;3789,06;1835,19;2100,31;1166,22;1024,88;1486,73;614,53;-;466,06;1710,26;1198,44;625,16;3071,13;1972,74;1289,63;-;3397,02;1216,96;3234,94;23547,94;673,16;1575,51;5286,10;781,95;928,89;36489,46;10656,64;2111,60;872,33;13478,73;33,34;1815,07;1161,51;-;2362,25;14608,33;1051,69;2289,32;2964,19;735,94;-;8459,71;3312,43;1269,95;447,55;-;12157,92;563,85;4262,10;-;4670,90;1979,14;7467,24;1477,67;694,26;630,53;3141,33;10830,41;3017,28;4281,47;838,73;1895,81;545,20;1897,34;1275,32;1249,70;137,10;-;2001,17;-;2598,29;921,16;656,15;548,08;697,33;12261,58;-;1593,41;406,77;329560,97
"350930 Cajobi";-;-;-;-;-;-;-;-;-;-;183,12;3515,34;5231,59;183,12;1707,90;350,24;175,12;1308,23;18290,42;159,12;3946,72;1259,13;7348,88;668,48;159,12;2902,12;634,59;539,66;159,12;757,11;467,47;-;610,59;12161,99;670,43;318,24;36732,22;3466,56;-;892,26;3154,15;95,17;2501,71;1086,06;159,12;10545,28;1386,41;1447,11;934,94;2872,23;199,12;318,24;21133,07;451,47;1070,06;-;5897,40;-;1027,08;4082,38;1965,41;679,19;990,53;318,24;334,24;318,24;1000,87;5980,87;1569,96;4872,16;1263,07;159,12;1954,22;-;5254,36;159,12;4464,30;7962,21;1197,35;1036,04;485,36;660,48;928,83;159,12;24790,20;159,12;451,47;789,65;2564,25;318,24;1346,92;334,24;6222,43;1932,84;883,60;3749,67;3257,02;11032,55;5620,44;4283,54;12453,75;8570,25;159,12;634,59;493,36;660,48;658,91;342,24;14458,74;28877,46;-;-;521,57;-;1009,45;-;343449,28
"350940 Cajuru";-;-;-;-;-;-;-;-;-;-;-;5908,11;10401,47;4818,67;6004,61;1433,12;4592,68;2007,36;16996,46;3757,99;37741,18;14944,28;1411,01;693,70;9029,56;9063,98;9880,04;17578,76;3375,42;14529,41;2160,28;32446,49;857,92;705,76;535,49;1180,15;1928,91;1678,24;15060,57;17168,38;7190,41;2613,53;10980,84;973,38;5283,53;2556,76;1709,99;7007,19;656,64;3365,81;15355,02;3985,40;5617,73;2357,00;24956,08;6800,56;1774,76;38349,28;11154,21;24593,13;7794,58;7343,91;10410,92;9129,49;9796,14;18019,31;25203,71;1269,26;4192,00;11796,31;2349,97;2291,01;11034,90;2615,24;3724,26;10339,94;3592,36;10236,51;19871,90;1381,07;3018,49;4196,14;6385,85;8361,82;6555,46;991,96;29702,32;10991,75;4512,44;2396,59;5269,93;3921,36;10825,67;8278,34;2114,40;8482,70;2913,47;1425,03;5957,69;4590,86;5325,79;4949,80;4788,41;8887,90;12012,37;2539,28;9042,66;2725,43;3311,39;1882,77;7504,33;4700,25;509,80;3199,63;906,92;7058,61;807801,65
"350945 Campina do Monte Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3305,94;795,11;350,30;342,30;-;-;471,47;159,12;-;-;-;-;159,12;-;-;451,47;183,12;-;-;-;-;479,47;-;-;467,47;-;459,47;-;451,47;-;-;-;642,59;451,47;4490,29;471,47;-;-;-;-;-;-;-;-;-;483,85;650,78;-;459,47;-;471,47;-;512,80;-;944,74;-;-;-;471,47;610,53;-;-;-;-;-;-;247,75;-;-;-;-;-;1975,57;-;-;2660,18;-;-;-;-;-;-;8863,91;-;-;-;-;-;-;-;1298,71;-;-;-;-;-;451,47;-;34234,35
"350950 Campinas";-;-;-;-;-;-;-;14174,10;105952,95;244215,76;432049,93;285910,86;419969,88;397286,68;554043,32;488199,00;530410,77;509862,84;544492,44;403115,89;564972,70;446234,47;396982,02;469339,73;324020,14;384325,87;696995,50;763094,30;640284,72;588001,75;465326,57;536242,73;500770,78;512651,86;533134,91;446093,90;362147,23;519373,52;647981,45;624820,82;567035,33;620840,68;697367,82;625679,87;491639,40;583658,28;501776,77;555057,65;576459,53;369856,49;657509,82;744069,96;767466,88;565807,01;578679,75;465300,91;417171,59;567267,43;392168,40;322431,00;322918,13;510531,57;489705,58;440957,11;714648,55;663752,07;577271,71;407461,86;465936,17;597901,81;398341,74;429203,28;468024,10;385178,39;702586,06;705193,27;845463,77;651600,44;602390,96;612362,73;620290,61;613208,67;515827,75;451940,83;429366,27;610844,28;438513,78;593982,31;603329,67;596552,27;589168,06;611962,04;482478,23;672740,08;500104,84;531278,99;596202,12;489527,50;656274,00;604991,48;844381,81;751569,99;539570,28;470548,48;487132,31;527023,81;536927,67;683570,91;567379,50;575846,11;667886,47;549184,13;432641,17;427210,61;347460,03;60160,83;57088231,15
"350960 Campo Limpo Paulista";-;-;-;-;-;-;-;-;-;-;21205,68;8563,31;3855,60;2354,60;3459,38;9105,33;13133,63;774,34;10418,03;10504,76;3460,47;4189,11;3617,26;598,53;1254,46;503,61;1470,21;27537,32;4575,51;30969,70;1665,79;679,19;2108,46;4444,90;23045,86;1496,16;27594,22;3778,29;8336,61;1197,24;20448,37;9856,73;307,35;6449,34;3504,03;799,66;10382,00;8451,95;3173,79;29049,92;8129,32;9044,47;26533,13;7046,95;1228,90;3253,07;10422,47;6893,21;5460,31;1012,43;3817,01;4977,78;7960,96;2378,22;13467,07;3591,00;5011,15;8457,47;7826,74;-;20388,74;8311,07;9468,11;39687,46;11182,06;33475,43;43950,46;5669,05;14111,65;1647,42;9744,94;3884,35;13638,62;8110,82;159,12;18692,01;29736,66;4652,55;8755,47;1636,62;4474,77;18385,86;14790,19;3295,34;9643,59;8121,75;4073,26;7827,17;3561,54;511,31;881,77;1451,06;1529,26;7160,36;9962,14;5865,56;1435,32;2429,20;8969,52;36571,17;25990,80;7316,37;20678,58;4532,02;9403,40;4059,61;974655,89
"350970 Campos do Jordão";-;-;-;-;-;-;-;-;-;-;-;45675,73;9502,61;3970,88;8560,94;1258,60;2544,91;21796,28;2301,81;3587,83;9311,47;14928,13;14387,41;9046,30;937,74;7590,27;-;4756,11;2638,93;3985,82;22569,93;8473,74;1483,66;1327,39;8824,16;24607,65;61334,98;1647,79;19930,74;16027,75;504,07;1412,37;1299,42;11328,08;2901,81;19785,66;2640,76;-;400,76;460,81;11984,26;34400,72;27969,35;16663,61;1233,61;6340,43;2704,51;10241,37;47720,72;-;1372,24;63460,62;873,33;38461,15;10338,96;3992,72;-;59485,26;29834,27;21310,24;983,17;515,47;2450,77;16701,28;9712,64;856,52;20627,85;13149,48;3102,45;19843,27;65458,40;2253,27;2711,09;5939,74;15729,24;1233,73;3167,39;598,53;12484,79;35793,44;66005,15;1315,75;12705,34;13179,97;2644,62;29213,05;12105,13;9365,79;-;9017,95;2418,51;14676,77;20824,02;9539,01;-;21125,53;9805,95;5069,24;23744,35;24360,66;-;5157,54;35889,24;7374,85;58126,43;1647,94;1390755,98
"350980 Campos Novos Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;44738,78;-;223,75;1554,30;677,20;-;-;1176,19;-;223,75;5860,60;-;-;4009,12;-;-;4554,07;-;-;-;-;-;-;10710,05;-;-;-;-;-;-;-;64,35;-;14672,65;-;-;-;-;1923,97;4267,97;3451,54;-;-;-;-;-;-;9611,54;1028,20;-;7016,02;-;-;-;-;-;-;-;-;4494,71;-;-;8462,51;-;794,45;-;-;5773,96;-;-;9235,95;-;-;-;-;-;-;-;-;-;239,94;-;-;-;-;-;-;223,75;2019,31;1983,01;6728,21;-;223,75;-;-;-;-;-;-;-;-;-;223,75;156167,35
"350990 Cananéia";-;-;-;-;-;-;-;-;-;-;-;504,07;10658,60;-;440,66;-;-;687,87;-;754,42;638,13;936,13;826,69;984,37;-;-;-;563,85;548,61;-;-;-;-;1634,57;606,24;1239,69;-;-;-;302,30;-;183,12;1600,97;-;1831,43;3445,84;580,81;451,47;-;629,91;-;-;702,93;6971,11;-;-;1598,50;-;766,60;1675,22;1678,01;972,42;-;-;606,53;2686,97;-;5132,22;587,88;-;2504,44;-;3725,73;4385,76;1986,08;4793,61;-;-;-;-;-;-;-;1183,68;-;-;2321,12;-;1206,21;1351,83;6742,26;-;454,15;-;4726,60;3913,35;185,75;-;525,53;503,86;1485,24;-;-;801,57;-;-;-;120,30;6453,24;1331,86;-;-;-;598,53;2237,91;953,05;107919,80
"350995 Canas";-;-;-;-;-;-;-;-;-;-;-;-;4042,23;3561,84;8776,70;-;-;-;3107,67;-;-;-;2795,97;422,15;-;-;-;460,81;-;-;-;513,62;491,41;-;-;1979,63;-;-;12449,50;11255,57;-;-;-;737,16;-;-;-;-;3721,67;-;-;10076,96;-;-;-;-;-;-;-;-;-;-;-;-;1050,00;-;-;13225,09;-;-;8895,55;191,12;-;3996,96;3071,05;-;1365,92;-;10553,22;2713,41;-;-;467,47;-;686,47;-;184,62;312,49;-;-;-;-;-;592,01;1359,86;17372,04;-;-;-;4866,02;630,53;-;878,02;-;-;-;-;-;-;-;902,94;-;-;-;13490,38;5870,53;157068,59
"351000 Cândido Mota";-;-;-;-;-;-;-;-;-;-;-;-;451,47;5254,60;10140,16;3418,29;769,71;2830,81;8048,94;1107,05;-;598,42;1861,06;13257,97;3181,08;370,59;3368,07;4543,15;1752,83;7678,17;10154,50;626,59;4099,10;5332,94;1888,96;3607,60;159,12;990,62;318,24;-;9966,85;-;2356,91;11304,07;2995,47;1953,47;1665,20;14864,02;12634,91;1977,68;3960,80;7317,71;21901,67;39282,38;15523,68;1848,63;10196,51;4610,58;9471,53;11505,50;20226,90;13028,77;3067,94;2268,75;6335,23;3010,49;6233,35;3351,16;843,66;11098,21;10651,21;25261,13;2682,61;4672,88;3538,30;8191,22;2839,43;10237,84;6140,07;5853,08;6778,11;2592,86;6476,19;1402,41;21301,24;6463,33;4756,87;7064,56;10475,14;8405,90;19219,13;14695,73;10056,18;6123,26;6431,10;15825,20;12042,43;3011,85;4364,76;13476,87;11173,78;9615,73;5755,05;33772,27;8702,92;16542,04;5804,78;17939,01;21337,88;35708,84;14352,47;2638,55;9169,46;14744,75;9342,98;11827,45;840070,92
"351010 Cândido Rodrigues";-;-;-;-;-;-;-;-;-;-;-;-;-;-;175,12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2180,04;-;303,04;-;1465,86;-;-;7757,86;-;-;-;1568,31;-;221,07;-;-;-;-;-;-;-;5314,69;-;-;-;33,34;-;-;231,31;-;-;365,16;-;-;-;451,47;2809,64;-;-;-;-;-;-;603,45;2989,81;-;-;-;1720,25;-;-;445,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2989,40;758,80;5179,85;-;-;-;11533,09;-;-;-;49096,80
"351015 Canitar";-;-;-;-;-;-;-;-;-;-;-;1273,31;-;-;451,47;-;1364,97;841,67;-;-;-;878,96;-;-;-;1004,46;389,16;-;-;-;-;-;-;726,67;999,80;4435,17;-;-;-;1535,75;-;2506,07;-;-;1018,37;911,57;-;-;14863,40;-;-;-;-;-;662,53;-;-;-;-;-;521,47;-;9921,08;-;-;4551,51;-;-;-;-;-;-;-;4214,72;-;-;-;-;-;-;797,71;-;2574,37;940,16;-;7561,03;-;11153,55;-;5781,48;-;-;489,85;4076,85;-;2101,89;661,11;1429,94;-;-;-;-;-;-;-;3676,68;4301,26;-;4663,99;-;-;5945,70;-;-;-;904,15;110131,83
"351020 Capão Bonito";-;-;-;-;-;-;-;-;-;-;-;22996,69;2794,84;176,97;1836,84;280,36;2230,86;3263,53;1462,18;10507,97;1720,23;1374,88;2641,10;1321,85;10695,59;638,53;4868,37;15384,81;3489,94;1474,77;854,17;-;7295,29;1431,74;757,65;1928,65;1848,85;996,51;3693,23;4837,10;1362,03;10118,89;1283,89;3173,61;2958,96;1017,55;2079,73;355,56;-;2249,12;3231,38;2634,84;4511,74;376,39;2531,39;14977,09;3272,01;1772,48;5793,21;4445,27;2925,58;1460,23;37949,52;2065,40;2613,73;4795,77;1575,48;1435,91;6116,64;1834,22;1273,58;15348,21;9159,56;1267,92;832,26;4201,28;25373,34;9989,17;13275,77;1297,70;15174,99;539,70;1535,03;4876,56;8419,45;1725,80;1581,25;944,47;12022,71;-;5313,75;175,12;11277,99;1736,28;387,41;5260,14;4813,25;183,12;1976,19;25915,39;3638,94;1369,15;1668,81;4571,92;1182,31;598,53;5476,83;24156,19;19337,41;366,24;1024,91;16114,79;716,46;1292,10;1503,52;496,40;513113,02
"351030 Capela do Alto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;985,74;3123,15;971,08;-;-;1400,87;-;-;5769,50;-;-;-;1290,41;118,28;7611,47;2914,84;-;5158,78;873,19;993,70;-;548,91;-;625,16;5082,98;-;823,36;28477,26;-;675,46;504,07;-;34215,80;1728,57;-;-;-;9488,60;261,85;10523,77;90,42;-;3520,51;11128,13;2456,63;-;-;-;4516,62;-;-;5232,60;-;239,75;-;-;10310,73;21887,31;-;-;-;697,76;-;1684,23;1707,01;-;2782,83;-;-;196,56;-;38828,86;3986,55;1310,92;12768,32;4905,19;17968,91;2243,54;-;3084,62;878,32;961,74;7809,65;7677,85;937,74;3746,99;1985,22;6701,95;6215,84;312,33;12992,72;-;-;-;-;451,47;-;-;10664,20;1175,76;-;338226,58
"351040 Capivari";-;-;-;-;-;-;-;-;-;-;18107,69;-;32794,99;51405,51;1078,65;41879,72;5915,07;5855,29;13718,34;4309,85;670,13;2565,79;-;3384,20;-;1924,66;1100,63;3560,53;4771,34;6800,31;1632,47;-;9268,70;6306,62;29724,87;2677,57;-;70967,36;1899,69;6236,04;22187,10;4254,49;1235,75;1250,32;1829,36;13505,86;10620,83;1288,27;1916,48;7657,13;706,11;1977,47;1092,52;5186,12;7002,07;1932,27;8125,61;5709,35;1967,77;992,60;2611,39;46756,98;4311,49;3287,61;1187,63;21887,12;29153,93;13858,65;2494,97;4590,36;937,74;6101,13;5122,46;11409,51;6744,59;606,53;15918,16;43431,48;16344,72;4787,85;6080,42;2466,65;32284,07;2980,78;23671,80;22058,58;3161,12;3296,62;5056,45;1251,17;159,12;564,91;9011,26;1362,59;30103,58;16444,49;1198,96;4272,84;69123,92;16265,42;962,99;1163,35;5580,46;63829,75;38951,11;18054,39;-;2444,71;3441,22;3808,85;2044,07;1062,00;14625,52;-;32192,43;5975,12;1115488,52
"351050 Caraguatatuba";-;-;-;-;-;-;-;-;-;-;912,11;5786,41;36853,45;20014,69;51608,39;22666,65;55077,68;17999,82;10155,31;16814,53;15647,44;40805,14;29348,87;22332,00;25228,19;16955,32;14505,75;43126,47;14756,63;33542,08;32261,54;27163,60;30943,76;29161,03;38367,98;20647,73;36611,09;20217,40;43082,58;25142,24;31658,15;27279,69;11969,24;62585,59;43603,07;44945,12;29823,25;25112,94;62916,33;6059,53;49477,92;11708,38;8298,33;22448,53;35423,51;822,72;3013,92;14815,21;27706,14;25306,97;25142,92;32657,59;50779,87;19744,79;20516,49;36507,84;51251,16;53981,26;54561,85;42584,30;39585,74;38237,86;40204,07;39656,23;31304,01;41203,37;15102,12;50831,18;34778,19;25432,31;28382,43;33164,58;52802,86;60360,33;29791,07;84189,51;47945,09;84444,60;78852,63;78651,06;16547,35;64349,47;63468,81;41875,91;49779,19;73527,78;31469,89;39617,97;20064,20;17514,61;33683,71;11055,77;14021,63;19811,70;5941,66;52354,80;11042,08;4929,56;28920,64;24815,47;21073,00;13352,49;46248,85;94574,83;87237,82;24149,87;3576786,79
"351060 Carapicuíba";-;-;-;-;-;-;-;22866,40;23820,14;68549,02;53854,17;107336,42;149650,02;92014,80;86618,70;77591,08;46606,47;35754,69;58856,23;81854,18;55054,16;55646,50;77317,26;99908,80;46985,72;18237,78;54040,85;56682,84;34698,26;106216,05;82810,99;96291,25;142356,00;48174,12;37999,79;39976,33;130834,16;46873,55;59169,95;114974,69;51888,65;173369,32;102184,54;75699,49;105148,52;97606,97;161361,32;103835,17;96476,33;70498,28;117093,50;146867,26;134392,72;105994,76;94010,79;68493,99;76240,78;67474,42;98067,71;98207,33;108174,14;124505,78;139248,46;71317,67;114900,61;145822,76;60439,17;90938,09;146474,17;84666,26;60541,18;98629,59;116698,54;70112,14;104824,13;188923,70;203226,44;78643,10;249019,10;56303,51;118773,85;53577,39;61685,57;64772,53;112972,63;94523,74;106053,36;104126,13;124373,44;55486,88;104209,11;157716,43;123615,86;64939,25;134797,94;114308,78;112040,68;64903,02;77472,11;110023,76;148972,96;109970,11;123018,25;76236,93;124104,61;106688,79;145627,07;155376,57;188734,45;73697,64;166088,09;136398,39;65336,77;73421,36;106810,84;24102,74;10452899,79
"351070 Cardoso";-;-;-;-;-;-;-;-;-;-;-;-;-;14591,44;3490,74;-;159,12;2115,18;909,47;359,62;-;-;-;-;902,94;8512,25;176,97;-;1846,67;31677,91;19961,77;-;-;-;13397,46;3967,74;457,82;-;-;15151,27;-;638,13;523,16;726,26;-;3404,65;15858,93;-;-;2368,76;819,77;159,12;1283,51;1414,36;-;2959,53;1822,62;4466,55;2688,26;17147,59;11137,64;617,61;5379,17;1298,15;1115,92;662,47;10408,91;8517,12;284,87;-;-;-;-;392,19;753,94;622,53;1382,75;-;218,71;2644,76;-;598,53;-;32272,83;1128,78;223,75;7088,61;559,65;12061,15;1073,40;673,16;-;-;-;-;31159,96;8577,38;-;9737,71;-;8800,85;1541,23;41,34;-;-;16019,91;4895,17;-;6755,80;43,65;-;46951,50;-;-;-;-;409600,67
