 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Valor total por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2008/Jul";"2009/Jul";"2009/Set";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"354430 Roseira";-;-;-;-;-;-;-;-;-;-;-;-;-;552,12;-;-;-;2386,17;-;4572,51;1307,99;-;2005,03;-;-;-;167,44;-;512,87;60,22;480,87;2788,03;-;-;-;659,03;-;-;193,83;496,87;-;920,96;844,86;-;100,60;-;-;651,03;1138,25;499,92;1587,82;-;6406,66;18751,30;520,87;1113,44;2146,35;-;1615,52;2938,52;2411,76;1690,34;-;-;-;2304,73;-;185,83;689,22;7530,85;-;15388,78;-;-;-;-;337,84;-;-;185,83;7694,57;1620,09;8015,29;4293,99;-;-;-;-;909,43;1113,44;4191,21;-;-;-;980,15;2794,45;-;-;16584,20;-;22108,99;-;2333,17;-;6805,53;2698,34;6060,55;1243,91;989,94;-;9973,26;-;-;4196,70;-;-;190751,47
"354440 Rubiácea";-;-;-;-;-;-;-;-;-;-;-;-;-;659,03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5230,15;-;1569,34;-;5465,52;-;-;-;-;-;-;-;918,45;-;659,03;-;-;5225,92;-;40074,12;-;16005,19;509,89;488,87;622,88;-;-;-;-;-;-;3056,57;-;994,13;-;-;715,29;-;-;-;-;-;-;3883,65;-;-;-;-;-;-;393,80;-;3443,86;-;-;-;-;-;-;7349,84;659,03;9400,06;-;-;-;-;-;-;-;3306,29;2269,55;-;-;668,37;-;-;-;-;-;-;-;2504,28;-;-;-;116073,11
"354450 Rubinéia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15858,14;1818,83;-;-;-;-;-;-;1628,46;-;-;4923,92;-;-;6209,10;-;32078,37;-;-;894,46;-;-;1799,88;-;12033,05;799,37;-;-;-;-;-;-;-;-;-;1330,03;-;945,79;-;-;1328,91;-;-;-;-;-;2859,48;516,22;278,54;-;-;-;-;-;-;-;-;-;-;1761,02;1911,76;-;-;-;1006,58;-;383,44;-;501,40;3905,04;-;-;3610,09;-;-;-;-;-;-;-;-;-;3092,67;667,03;-;-;29675,56;5994,84;3651,45;-;-;-;-;-;-;-;-;141463,43
"354460 Sabino";-;-;-;-;-;-;-;-;-;-;-;-;-;496,87;-;-;-;6207,92;-;-;-;959,59;-;504,87;-;28840,90;-;2665,36;-;-;-;-;-;-;812,86;-;-;-;-;-;-;-;-;3245,15;-;1660,99;-;-;-;-;641,28;-;1025,74;-;-;1129,44;527,19;-;622,54;-;7991,69;504,87;638,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1125,64;-;-;3267,12;-;-;-;-;4239,98;-;-;516,22;-;529,29;-;-;-;-;2976,02;-;-;1113,44;635,14;-;-;2592,93;-;-;-;-;657,11;-;651,03;-;2064,46;-;-;637,33;-;79481,39
"354470 Sagres";-;-;-;-;-;-;-;-;-;-;-;-;-;887,72;-;-;-;-;209,83;16432,74;217,83;-;-;-;-;-;-;-;2957,90;-;-;-;-;-;-;-;-;-;225,83;-;-;-;-;-;667,03;-;-;-;-;-;-;-;-;-;-;-;-;193,83;-;-;-;-;733,68;-;348,59;-;-;-;201,83;-;-;-;-;-;-;-;-;-;201,83;-;-;409,67;-;14493,47;-;79,67;-;-;-;463,88;-;2099,09;577,30;-;-;1012,56;-;-;209,83;-;-;-;-;-;-;-;1726,39;-;-;-;-;-;-;6215,01;201,83;-;50767,34
"354480 Sales";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;901,02;-;25064,23;-;4402,17;4302,65;-;-;-;-;-;3445,58;-;-;-;-;3030,33;-;-;2603,86;-;-;480,87;-;24207,14;12090,24;1466,33;-;-;-;-;-;-;-;-;-;1000,54;1850,27;2397,04;-;-;-;-;-;-;723,67;-;-;1360,93;-;-;876,80;-;-;1937,34;3720,26;1080,04;-;-;201,07;393,80;3223,83;-;-;-;1612,41;480,87;-;-;783,58;-;-;-;110748,97;14032,96;-;6971,87;4301,63;1670,16;453,71;616,15;-;429,80;1743,47;8029,39;-;7093,86;-;658,38;1323,58;2069,91;-;-;-;1022,32;-;1336,84;1134,63;1621,27;1510,10;270405,87
"354490 Sales Oliveira";-;-;-;-;-;-;-;-;-;-;-;10778,90;635,03;-;10561,10;635,03;-;5125,79;635,03;3149,61;480,87;4935,61;-;-;7764,01;-;-;635,03;2070,44;2983,86;1047,59;1905,09;-;187,10;-;-;1828,82;1595,11;187,10;-;-;-;-;448,87;-;2522,88;3269,10;2613,41;-;-;6318,05;-;1851,26;2329,68;517,88;-;1032,44;-;-;4510,54;-;-;842,19;-;12503,21;187,10;-;2595,27;3347,69;-;163,10;3787,68;10415,12;-;7714,68;45,93;9612,04;2484,61;-;-;5247,88;10085,08;12510,68;3244,31;747,48;10373,52;9533,66;-;8897,74;582,42;582,42;5032,44;-;-;10352,47;-;4141,48;4281,18;-;13698,66;-;17241,08;543,54;2104,54;631,05;-;4082,86;1895,41;-;-;1867,14;-;88,44;407,88;-;44,22;264471,43
"354500 Salesópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;18029,96;5768,62;1459,01;13007,09;-;-;-;-;8789,50;16670,69;36940,52;12836,27;-;857,30;1739,17;-;7982,75;5144,32;3251,77;1948,21;528,87;2336,97;-;1217,72;5368,57;10038,38;209,07;2102,11;3480,93;5534,40;9825,39;1444,88;2513,97;3734,21;3715,21;10686,61;2315,96;2376,48;201,07;4663,91;3783,17;2676,91;22916,75;677,50;2080,65;1390,70;34795,50;3851,43;-;-;4708,70;11843,61;635,03;3262,69;3365,44;2912,35;-;897,57;-;-;6217,93;4818,15;-;113,68;16682,48;-;1835,06;24311,98;1515,83;-;1993,39;-;1622,96;17760,45;1333,04;7237,43;-;5156,00;8106,07;10637,49;1306,71;2343,65;8423,70;3205,95;635,03;635,03;1336,04;2073,83;33679,94;713,17;2704,98;23614,44;9118,03;-;22975,14;3453,84;14937,47;-;-;-;1014,29;1734,04;-;549765,11
"354510 Salmourão";-;-;-;-;-;-;-;-;-;-;-;-;-;2241,64;-;-;-;3689,88;185,83;1450,66;635,03;226,03;-;-;630,21;-;-;209,83;677,06;-;-;-;-;-;-;11161,03;-;-;-;-;667,03;1199,38;185,83;-;-;2569,04;-;-;-;-;-;261,89;2481,80;860,86;-;7789,29;-;-;-;2690,36;-;-;28899,74;-;-;-;27149,06;-;-;1241,06;233,18;-;-;1733,05;413,00;-;-;-;185,83;-;835,82;185,83;-;61,56;-;-;-;-;-;-;193,83;-;34101,53;-;-;1247,06;-;-;3313,64;1015,53;-;7026,84;22176,50;4450,23;-;-;-;-;-;944,57;-;2978,09;4009,33;-;-;-;182207,96
"354515 Saltinho";-;-;-;-;-;-;-;-;-;-;-;635,54;-;-;-;-;-;2464,50;3697,06;641,28;-;-;-;-;6911,48;-;-;-;-;3167,30;2429,41;367,44;-;-;-;-;-;-;-;-;3019,50;2230,35;-;-;-;-;-;-;-;-;47,27;-;-;-;-;950,84;-;544,25;-;-;-;998,39;11391,29;5591,14;-;-;-;-;-;-;-;-;15164,33;-;12451,03;-;3598,18;-;5769,44;-;278,74;-;1241,87;-;4238,30;-;-;1170,52;-;35071,87;-;1589,01;-;-;480,87;-;-;-;-;25919,83;7411,40;1748,77;-;-;-;-;-;-;-;-;-;-;4855,06;47,27;-;435,90;166559,43
"354520 Salto";-;-;-;-;-;-;-;-;-;-;17016,38;6350,14;28034,16;19816,81;18565,86;23610,32;31248,33;21200,52;29325,88;44703,42;42995,12;25501,40;39599,10;34328,15;18696,25;7631,84;4660,22;34582,38;49909,03;10806,65;61648,20;25009,03;29020,87;44160,50;77752,54;40956,57;52699,74;22094,63;33342,64;44701,49;63295,19;38796,44;62119,91;99158,36;61575,13;60795,31;107232,25;61726,89;14576,21;20351,30;54318,87;106357,08;44390,35;51308,65;28081,35;52490,83;91089,35;10794,51;55664,18;59493,53;54492,65;27739,15;26938,67;52702,22;100903,14;66110,77;41544,91;91732,53;29226,93;42457,77;42697,91;50884,95;50940,07;28992,90;25445,80;8373,50;28647,28;1077,45;47000,59;27834,87;1297,82;6042,48;13262,34;33045,77;23771,33;46460,49;6527,88;40189,69;51356,20;26063,50;34693,25;24792,69;22107,77;50870,24;51211,35;30289,34;10538,50;18049,22;36685,76;13247,66;20299,17;30393,71;35205,05;40977,26;64696,90;51808,99;28973,27;40587,38;53464,03;41510,21;33127,68;17490,07;52589,16;47423,32;15408,04;19723,73;4063509,17
"354530 Salto de Pirapora";-;-;-;-;-;-;-;-;-;1063,41;-;348,39;-;52,22;4214,37;-;-;11822,80;6944,69;3882,27;5712,91;1737,12;7144,28;667,03;1151,90;-;725,33;2195,46;8783,76;2459,71;-;1640,24;-;1682,16;16254,80;952,54;480,87;10421,68;1336,45;111507,75;554,73;-;49330,47;14680,89;3630,96;2821,15;10656,22;-;23831,12;-;582,42;-;4364,83;1967,37;937,78;12737,20;238,44;3424,40;2342,56;-;2663,85;16809,94;17576,81;3343,83;669,69;18524,51;7442,96;2031,40;-;17288,82;2027,22;19367,60;16247,49;14078,32;40840,15;11134,77;783,58;8767,01;757,13;-;40,38;1493,61;1846,44;6278,71;12576,28;3753,58;8596,04;-;5046,50;723,67;5288,68;3968,52;2077,13;4798,12;6927,16;17693,63;36849,55;743,93;10336,08;12830,05;14118,05;45026,11;5365,85;4185,19;7183,69;-;1322,99;17182,68;22288,61;4044,56;3008,14;28640,06;9443,31;1202,54;2005,66;2088,70;844611,96
"354540 Salto Grande";-;-;-;-;-;-;-;-;-;-;-;1318,85;11029,25;2475,68;6337,57;12442,50;-;185,83;9527,13;7395,75;2992,27;593,71;6068,17;953,13;407,88;11956,89;-;185,83;8433,19;270,54;371,66;496,87;185,83;-;423,44;5460,18;185,83;185,83;-;523,89;9334,53;-;12791,11;-;2944,82;332,69;1328,19;-;2341,66;-;109,24;-;2560,91;550,78;1505,42;407,88;2696,76;2995,76;2404,66;-;1368,68;1409,10;1755,75;480,87;2140,08;659,03;818,02;-;-;-;-;1644,29;6500,52;8288,08;528,87;14783,07;-;-;10082,83;6732,74;1126,32;1779,42;19608,83;-;3069,10;-;18882,06;3997,40;2780,66;391,44;30928,30;1301,73;1382,45;944,54;4397,21;480,87;-;1428,12;1711,87;-;-;2206,33;782,88;22350,51;993,15;787,54;10063,51;367,44;13091,03;4177,66;-;-;-;367,44;185,83;-;339487,68
"354550 Sandovalina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2506,06;-;654,48;-;-;-;-;-;-;-;-;629,45;-;278,54;667,84;14198,52;-;-;262,54;-;-;-;278,74;-;-;4516,89;-;-;3124,20;-;-;-;-;-;-;-;-;-;-;-;-;-;6960,83;3244,20;988,54;1166,59;3190,85;-;-;-;-;-;6926,83;-;788,46;1519,70;2395,90;-;16610,75;-;-;501,54;1339,49;799,41;1785,07;-;-;1262,85;-;2325,80;-;-;514,21;1966,36;1620,63;-;-;663,38;1022,68;223,78;-;-;-;1037,73;-;1385,69;-;-;-;-;-;-;-;-;-;-;-;-;480,87;450,54;941,52;-;89231,46
"354560 Santa Adélia";-;-;-;-;-;-;-;-;-;-;-;12738,77;-;-;2468,60;262,54;-;3301,35;10731,22;-;-;-;-;-;421,38;4591,36;-;1689,91;15655,29;3551,59;3006,73;1442,61;1475,83;-;-;2208,74;480,87;8187,75;-;1442,61;635,03;2073,34;7932,78;22935,71;1115,90;1628,99;-;-;-;1542,36;-;2740,81;1447,34;717,10;1215,75;54103,72;8703,10;-;7770,87;4222,69;14681,07;480,87;-;27999,17;-;25786,82;-;-;7384,12;13431,87;2446,19;-;-;-;480,87;2358,53;4280,00;27901,15;2367,01;29772,68;1658,03;10031,05;21845,68;1114,68;730,28;10567,86;-;480,87;14137,46;-;6240,70;1052,46;8854,63;14372,32;-;566,97;-;-;480,87;1093,06;976,54;-;490,01;26004,77;16757,91;480,87;3337,38;12075,30;1633,60;2266,22;-;2054,98;2162,70;1984,96;1203,80;-;516468,95
"354570 Santa Albertina";-;-;-;-;-;-;-;-;-;-;-;-;6926,04;-;5611,96;-;1918,61;496,87;480,87;1347,07;842,72;6465,38;-;867,87;1113,75;-;-;643,03;-;52,61;-;5383,28;-;4085,12;-;17650,80;493,55;655,03;44,22;2777,15;-;746,71;-;-;-;-;2667,51;-;5779,53;-;-;3902,81;3848,41;-;480,87;480,87;4197,41;643,03;866,07;-;5105,12;1600,03;725,72;-;2094,51;1757,87;1936,08;659,03;2378,13;16193,73;-;-;-;-;635,03;-;496,87;44,22;-;-;758,13;-;-;-;1522,51;-;-;-;4492,22;480,87;964,81;-;568,29;4119,46;6622,66;8145,98;-;-;-;576,29;2479,37;15257,24;-;-;-;599,26;1113,75;-;50164,71;36923,99;27272,01;29812,33;12299,64;-;-;1467,49;320736,50
"354580 Santa Bárbara d'Oeste";-;-;-;-;-;-;-;-;-;22905,18;11714,75;24709,99;38829,41;11088,81;80321,51;50917,27;32761,55;5081,17;63995,44;44266,30;33552,53;18594,23;44814,85;39003,56;75736,15;99244,33;34165,03;38095,56;28142,07;40115,22;75864,58;86935,57;35952,09;77440,06;72089,36;86245,34;39608,49;50052,22;8838,45;55036,95;52475,73;25875,58;2512,24;68828,25;29651,97;23665,23;158423,94;57523,83;67611,52;91577,42;35398,30;58602,73;80618,46;49179,32;90615,06;47896,76;2612,08;29197,40;79423,08;69471,91;104145,66;49462,97;57525,76;44877,04;70585,56;24647,97;29386,70;54217,57;3934,44;120158,07;41175,93;20089,88;48203,56;19799,41;85552,45;85023,63;45197,56;44896,12;29882,62;22619,26;32911,93;79223,24;26356,63;106517,07;71940,78;18325,70;108297,74;84180,15;45126,95;30085,71;39919,12;49020,79;42170,03;26228,28;74241,37;87916,10;35537,21;51884,94;46656,79;45956,06;35655,32;19021,30;87979,70;100958,90;60156,21;34517,88;63792,27;25704,67;85951,55;76014,01;52273,08;12842,30;145357,92;54446,80;46255,85;8326,71;5560412,05
"354600 Santa Branca";-;-;-;-;-;-;-;-;-;-;-;1141,83;1476,41;15502,72;2052,62;2876,32;23238,81;1843,83;1233,59;-;6307,22;7753,69;-;602,72;636,93;-;-;-;1214,44;1726,72;22414,56;15375,69;8206,11;-;-;-;5445,94;6980,40;10961,04;2283,87;12319,61;11548,65;5941,92;205,30;17280,17;2180,12;21294,74;1786,28;18261,30;28463,50;12867,22;9423,72;10270,75;18616,25;1978,68;5815,05;757,60;13183,25;4312,21;13264,05;1930,88;-;6472,00;10185,70;9805,50;7574,73;19794,35;1657,51;10771,93;-;18619,17;10138,89;-;12526,74;-;20142,18;13049,01;1210,93;20495,12;3602,28;544,29;25703,54;19197,38;-;19384,49;2931,20;39587,80;5937,56;17118,68;5866,99;17085,23;9312,90;2343,50;-;-;515,55;2205,84;7767,68;1888,49;7678,98;23717,33;1217,58;6035,86;578,76;-;2710,43;1733,18;1064,92;1686,53;306,09;130,58;-;2739,07;771,44;13570,11;3081,62;761436,35
"354610 Santa Clara d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3117,61;1584,81;-;5492,95;-;-;-;-;-;-;398,25;-;-;-;-;-;-;-;-;748,04;-;-;-;3228,95;24713,76;-;-;-;-;-;-;-;-;-;769,30;-;1440,24;-;-;-;-;-;-;-;-;-;-;-;-;757,85;-;1007,84;573,98;-;-;1021,94;-;-;-;238,44;632,41;-;-;-;-;-;-;-;-;-;4080,13;-;4017,04;-;-;-;-;-;-;-;14535,88;-;967,27;-;-;-;-;-;-;5617,03;-;-;-;649,04;-;-;-;-;-;1370,86;-;-;76963,62
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-;-;-;-;-;-;-;-;11445,84;1683,72;-;-;8812,44;-;-;482,45;-;-;-;-;-;-;1165,85;-;-;-;-;-;-;-;1125,94;-;-;-;-;-;-;223,78;-;-;-;-;-;-;-;-;-;-;-;-;302,48;1372,71;-;-;-;3616,52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11956,70;-;-;-;-;-;-;-;-;-;-;-;6319,91;-;-;6465,96;-;-;-;-;1655,97;-;-;-;-;-;-;-;-;-;-;69,62;-;-;-;1222,28;-;-;-;-;57922,17
"354625 Santa Cruz da Esperança";-;-;-;-;-;-;-;-;-;-;-;-;1294,06;448,00;1284,61;-;-;-;-;9693,57;-;185,83;-;-;1029,44;-;-;7561,76;480,87;-;-;2273,46;-;-;-;-;489,97;-;-;-;-;-;523,92;-;-;-;2411,18;500,93;-;185,83;-;614,42;-;-;47,27;-;-;-;-;487,22;-;-;-;-;-;4740,32;10770,50;19074,66;-;1459,79;659,03;-;-;3956,03;-;7095,06;-;-;-;-;611,12;-;-;1228,50;25868,49;-;1656,23;-;523,92;544,87;-;1019,78;625,47;1410,48;-;682,87;1122,34;-;4858,11;629,05;536,87;-;-;1302,32;-;-;-;-;523,92;-;-;480,87;-;-;-;-;120892,94
"354630 Santa Cruz das Palmeiras";-;-;-;-;-;-;-;-;-;-;1113,44;9917,04;7478,61;7193,82;238,44;1777,17;7194,90;873,47;7201,36;4071,62;6101,16;807,89;1124,29;1748,47;-;19058,64;961,17;2047,22;6044,36;238,44;-;-;8637,36;20369,84;1138,61;16586,49;930,07;2143,75;160,40;3151,76;6671,68;596,79;2710,39;1286,84;1270,06;49160,15;14017,93;538,45;10642,00;3830,79;1477,35;-;1720,13;2138,93;38576,16;1672,60;30806,18;4660,89;-;496,87;-;28202,72;3060,38;731,80;3768,84;-;1123,20;8113,57;5381,74;-;12827,78;-;17095,39;1440,46;15905,87;5644,16;679,25;707,41;1909,80;-;-;950,68;4265,07;-;-;-;1673,73;432,03;-;17438,14;480,87;10964,39;2027,84;-;278,56;2362,45;43444,91;2616,85;25930,84;940,83;7329,13;490,21;1239,20;7804,83;7844,72;5707,87;-;-;2348,06;571,13;2611,93;-;1989,82;1281,11;8372,62;367,44;578941,61
"354640 Santa Cruz do Rio Pardo";-;-;-;-;-;-;-;-;-;-;-;40579,17;1234,77;1556,12;21349,49;8878,91;2082,58;5432,42;2353,66;9938,92;7923,25;756,85;3421,86;2909,02;2308,77;20013,22;17993,81;7235,41;22590,98;43149,19;17493,97;8869,44;26816,72;9582,41;16396,77;7442,02;1705,39;8157,59;5064,53;5501,44;3355,09;28083,40;2821,85;25878,61;17842,44;9210,50;30728,61;28465,04;34108,73;32395,81;826,54;13942,07;17765,70;17147,76;32564,21;34029,05;6927,12;492,10;7007,85;16055,76;9879,44;30525,68;31697,36;30292,26;20525,68;16809,66;23574,44;6093,97;15780,20;60777,05;16196,38;16746,84;21208,13;55965,41;387,66;11573,29;21153,70;13629,86;40928,20;26369,98;12859,52;13875,54;25410,20;57984,42;17089,48;13456,01;10936,77;896,75;14843,31;14994,48;536,14;8034,00;36986,17;7720,63;19883,45;2353,81;27614,28;34929,50;12548,86;6283,79;14338,23;8154,75;8867,88;10976,51;5685,07;75731,19;5488,75;66994,77;6672,71;42865,35;15543,52;12986,86;10502,36;3530,90;17391,56;2447,45;1805917,08
"354650 Santa Ernestina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;201,83;-;-;-;-;6591,68;-;3953,33;-;-;4500,07;-;-;815,80;-;-;-;-;1455,65;-;-;-;4253,57;-;-;-;-;-;-;-;-;44,22;2129,63;-;515,55;-;-;5993,35;17854,36;63,27;-;-;-;-;-;-;-;536,87;-;-;-;-;4221,68;1052,13;1630,66;-;-;44,22;428,64;-;-;522,94;-;-;-;-;-;-;2642,61;-;9999,99;-;-;-;8903,45;-;-;815,19;4451,25;-;209,83;1810,31;-;-;-;-;1636,18;186,83;1512,17;764,97;10792,15;-;1110,23;-;4436,52;2742,86;-;7040,26;2055,45;-;117919,70
"354660 Santa Fé do Sul";-;-;-;-;-;-;-;-;-;-;-;-;52842,36;29893,57;7207,08;19319,06;12291,47;5452,01;2085,32;8020,33;19857,49;2944,75;8535,76;758,87;14442,61;1941,39;6803,30;1626,94;25513,72;536,91;1545,56;524,16;-;5504,42;6438,65;25524,65;10042,60;35465,77;7571,79;1302,44;6798,10;6092,82;28089,56;3121,27;9301,31;407,88;12550,08;6424,58;-;7618,39;3872,86;6593,68;3269,26;9604,02;8863,10;19468,79;4160,26;2149,58;19862,23;12132,28;1924,19;4591,86;5865,53;2604,97;4322,37;25016,86;33489,61;30466,87;294,54;25370,17;8082,81;5813,23;42855,09;16234,01;11807,70;17888,46;15201,64;4177,80;6361,57;33694,04;31485,11;29255,45;5570,33;6284,74;11390,97;1265,84;524,22;6360,66;3752,67;232,97;14295,47;8253,66;5857,94;18974,05;30413,72;6006,35;-;53785,99;1280,86;2226,87;4364,41;20997,59;36501,15;38230,35;25958,08;10258,72;9965,17;-;6703,29;2156,00;3671,45;4033,51;19558,65;3093,97;3188,96;7134,56;1213470,08
"354670 Santa Gertrudes";-;-;-;-;-;-;-;-;-;-;-;19975,76;15978,63;15058,55;16777,56;13795,27;7327,52;10438,15;16499,28;15676,72;9021,74;20046,90;22309,12;16831,37;24639,02;7886,20;15573,07;15092,67;15980,94;27533,98;20402,23;25821,77;18870,69;20246,23;15518,34;26564,57;21911,41;47852,81;15580,19;16493,86;25123,80;18840,51;12241,29;15688,51;15636,03;15643,69;56770,48;20125,44;33127,87;20271,23;39709,74;21733,20;30744,71;14211,50;18795,37;16465,79;19200,33;27490,35;15748,09;15698,79;15736,89;15689,82;29650,91;20306,27;20890,23;19272,82;15745,86;16342,96;16465,83;16469,92;16537,47;18713,33;27737,54;24814,54;14141,21;18691,39;29847,02;17149,86;18004,37;17532,94;17146,99;19270,42;25897,59;21613,24;26192,21;14152,95;17092,56;22161,70;27926,28;16814,99;17354,76;27680,95;17369,62;17654,82;30728,31;19966,51;15885,70;15354,43;16359,10;13832,30;10686,94;1069,52;2559,64;3401,78;3067,49;498,45;18015,87;7418,45;4554,25;1248,87;6594,94;2414,19;6954,52;14996,29;1920,89;323,54;1864893,51
"354680 Santa Isabel";-;-;-;-;-;-;-;-;-;-;3452,11;34492,88;2179,57;-;1972,80;4595,03;22256,94;26507,38;5430,53;5951,29;13040,31;33528,27;3950,52;6378,99;7167,43;14687,77;6259,96;2407,26;23933,59;33656,05;1919,18;10106,15;27947,96;3134,99;9174,88;10654,97;54839,90;7376,74;17593,09;6294,08;9157,13;18590,49;13023,38;10391,70;5117,31;6314,21;4381,11;7693,42;11183,62;9353,99;20354,35;15530,07;4992,52;897,57;13413,96;11228,17;48283,79;40537,51;37368,51;46655,80;16022,07;29719,77;1126,30;6697,52;13217,28;25784,98;6708,13;19678,47;3071,21;34529,35;15216,03;19361,47;30987,35;34200,08;25778,53;6069,71;51303,45;3901,23;44756,96;3554,83;6213,84;13310,03;3205,52;18535,83;5329,06;7581,24;1145,42;32935,78;23946,63;34509,73;11030,09;25731,47;19933,32;11267,21;10782,56;34995,68;26775,33;12273,82;9710,18;33671,67;20218,49;9825,82;36012,57;6465,22;24252,87;8587,03;14109,47;17652,35;5610,14;28442,40;43738,08;22553,38;37717,63;12181,57;31204,37;4861,10;1793360,85
"354690 Santa Lúcia";-;-;-;-;-;-;-;-;1639,41;-;-;-;1572,73;4322,98;-;-;-;886,21;976,67;-;-;-;-;-;-;187,10;506,65;-;-;-;976,54;6529,61;17449,11;-;-;-;-;-;-;17733,03;2498,99;9767,11;1736,83;-;-;-;2708,10;-;-;4363,40;14252,56;34187,16;-;-;2434,06;-;-;-;316,40;-;5471,68;-;-;3658,13;1607,08;1682,16;39065,64;1249,44;742,82;606,62;20516,97;484,89;218,68;14083,02;-;-;2670,61;1682,92;1597,40;-;-;-;2582,29;-;2818,18;-;-;76,40;-;-;-;2726,11;2449,46;-;-;3492,53;4164,22;-;4049,65;-;269,65;13470,06;-;12543,59;1682,82;2368,79;7112,51;7121,40;-;1506,94;429,62;-;13715,09;-;-;-;302962,02
"354700 Santa Maria da Serra";-;-;-;-;-;-;-;-;-;-;840,90;-;-;-;-;-;-;-;866,50;15636,38;-;-;1762,77;-;1226,56;-;-;-;35284,01;-;-;-;-;-;-;-;-;-;2121,94;480,87;3012,50;21861,26;2869,24;3839,45;-;3473,59;55,27;10670,62;-;-;-;-;765,91;-;585,28;-;-;9861,92;-;-;13512,35;-;35092,72;7987,72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56500,87;1756,55;-;-;-;350,20;-;1747,59;-;-;-;-;-;2694,63;-;209,83;-;-;1537,52;2203,36;-;225,83;-;26555,50;5410,40;8029,82;1033,36;20988,70;-;-;11668,89;-;-;312720,81
"354710 Santa Mercedes";-;-;-;-;-;-;-;-;-;-;-;-;-;2292,71;-;379,66;-;1046,73;-;-;-;-;2852,39;-;-;-;1371,83;-;-;-;4685,65;-;-;-;-;-;-;26323,46;3589,49;2926,65;3810,19;3604,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2446,93;-;-;231,78;-;-;-;-;-;-;-;-;-;-;-;1474,05;-;-;-;370,90;-;-;-;791,64;352,57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;643,03;2145,71;-;1278,67;-;-;-;-;-;-;-;-;-;-;5605,09;-;68223,67
"354740 Santa Rita d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;4769,72;1139,33;-;-;-;3552,77;-;-;-;4264,33;2444,53;-;30463,79;-;188,63;-;112,53;-;-;-;469,24;-;-;-;288,58;27945,99;671,10;1679,33;-;-;740,41;-;-;-;753,87;-;-;-;-;-;-;-;-;-;-;-;-;2130,38;-;-;-;-;2186,60;1855,69;-;-;-;-;-;-;-;-;3613,53;-;1926,37;-;-;-;-;-;-;-;-;3036,63;1452,43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;471,88;-;1983,01;-;-;-;1986,04;-;-;-;-;17179,19;-;9859,57;3405,57;130571,04
