 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2015-2017
"Município";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"Total"
"431290 Nova Bassano";6,97;56,60;1306,90;40411,21;40744,24;47617,90;43489,32;46557,16;47963,60;53140,69;54373,20;47893,08;53764,65;54463,52;52589,65;46438,30;42591,57;50767,51;44361,60;56106,32;50732,33;54628,89;49584,00;50043,11;48879,40;61464,84;50106,06;48560,09;50340,02;42891,40;44421,82;49458,61;50430,79;50630,49;44233,20;48079,27;56482,81;63706,70;57973,05;1797290,87
"431295 Nova Boa Vista";-;-;268,17;12421,34;12268,41;10286,45;10681,21;12440,95;13059,92;17830,48;17939,14;18476,12;13994,04;12528,13;17290,73;23524,39;13675,04;16587,25;20480,02;22600,16;17410,78;14027,91;13266,49;15093,02;17186,31;19526,46;18488,66;18434,66;17541,18;24532,48;20648,70;18188,62;16386,91;23324,22;22521,68;20988,49;21914,83;20808,32;20291,38;626933,05
"431300 Nova Bréscia";-;-;-;21553,60;22719,63;19564,67;18367,99;18034,07;21180,29;24203,74;29028,95;27209,30;25428,03;21023,89;21117,41;22323,01;20848,11;23112,88;13418,98;24617,52;25054,97;29875,41;23366,17;15591,87;17963,41;16412,80;21469,25;24785,82;23316,37;21904,59;18774,12;19754,44;17238,01;17064,48;23821,38;16627,76;12166,58;14886,72;12585,95;746412,17
"431301 Nova Candelária";-;-;-;16917,91;19036,50;25711,50;24783,92;22224,22;21073,63;22812,21;19689,93;23336,66;26118,64;20556,54;20648,27;21438,24;29017,55;35749,33;29582,66;22014,54;21732,33;22338,06;22759,89;21077,34;24049,42;24456,07;24800,97;29904,53;19640,89;18772,55;19804,28;32777,23;25519,18;27710,28;24959,85;22846,54;30463,63;24987,37;28965,24;868277,90
"431303 Nova Esperança do Sul";756,48;4681,22;4481,44;25142,51;19570,32;21780,94;22559,73;19247,73;21286,82;19471,94;20089,01;21857,05;16841,26;15606,48;19760,07;17117,28;15054,71;17982,51;23147,43;15467,83;16967,31;25432,21;30648,20;28906,64;23762,91;27803,50;32036,63;27305,60;27068,06;33760,30;31023,92;26241,48;30878,32;31560,49;25413,86;29306,95;27734,74;18848,23;20825,68;857427,79
"431306 Nova Hartz";-;958,94;1533,25;56378,34;51078,86;77701,07;70304,18;73306,32;80823,34;80476,76;84538,16;78168,81;81758,78;79838,70;75086,40;72395,61;71453,89;84222,40;78393,47;83671,91;78096,07;71710,82;93290,75;92872,59;88649,67;80358,57;84155,30;93776,90;84882,39;102494,07;101770,11;107176,63;99915,05;101110,48;115488,23;102787,87;98572,11;92762,43;95719,82;3067679,05
"431308 Nova Pádua";-;-;-;1885,77;7486,57;1250,20;2137,82;2438,33;3959,96;1477,06;1977,34;800,04;2710,71;2197,90;2380,77;2157,99;3304,03;2702,99;4556,91;4213,58;2146,10;3179,97;4078,01;2382,23;1659,01;3581,54;3636,71;2132,31;1670,60;1571,31;3312,64;2582,46;8805,27;4105,99;4195,47;5130,15;3123,55;3859,58;5728,95;114519,82
"431310 Nova Palma";290,34;6351,00;9177,68;38768,13;32506,79;34276,90;33736,22;30266,60;28288,85;30545,02;23149,17;23409,70;28827,45;31764,78;26635,39;31304,90;30685,98;30685,34;27743,15;29785,93;31174,19;24529,22;25210,37;28554,51;34188,74;39000,65;36846,53;44338,82;32392,10;38305,91;30030,62;37033,27;39686,98;32470,63;32243,46;36056,94;40588,06;33968,31;36863,96;1181682,59
"431320 Nova Petrópolis";-;124,75;249,50;52506,10;53456,89;62330,01;57476,39;56472,43;65657,41;70429,30;64594,13;60585,92;66745,57;63973,02;47117,19;49259,21;50170,17;60688,33;52425,45;61291,19;58098,61;65776,28;58416,74;59469,14;53084,97;56567,47;69384,84;75458,82;65164,05;75259,68;73156,31;81995,14;79017,32;78035,61;76392,39;93515,70;95373,38;91560,25;93521,79;2394801,45
"431330 Nova Prata";-;460,00;1553,08;125181,41;117641,36;117865,53;112101,67;112624,64;106666,24;111934,14;119183,23;114923,10;122770,89;117482,40;131923,91;112517,15;120197,75;129145,80;111440,97;120821,18;109977,71;106654,74;113430,89;141134,97;130059,99;116775,12;118725,91;113651,15;103855,31;117099,88;110862,65;104281,80;106114,86;103521,90;107499,32;113173,24;111965,96;123048,14;119970,85;4178238,84
"431333 Nova Ramada";-;45,00;-;13200,83;10484,27;14171,59;15475,19;15005,97;30278,63;34890,86;21735,64;22243,50;22211,13;19102,61;13583,64;15203,80;28334,48;21151,52;24409,06;20947,91;18871,69;23704,20;24067,65;14985,25;20730,79;16818,98;19290,79;10784,63;20306,54;36091,07;12372,15;17156,20;41072,24;18968,61;27450,24;31982,20;22291,17;18805,52;27889,18;766114,73
"431335 Nova Roma do Sul";-;-;24,00;7565,09;8827,31;10074,09;9007,25;8977,62;7564,12;13366,52;6174,97;11967,67;12217,31;5796,44;5509,20;6435,23;6492,45;8885,78;8408,17;6569,73;7239,89;5880,02;4557,37;9155,30;9973,36;8458,15;8093,80;9338,99;9459,41;9278,22;10477,73;11107,26;6732,13;7283,04;6036,25;6882,70;7920,03;7566,58;7827,28;297130,46
"431337 Nova Santa Rita";-;88,41;1645,49;84367,60;78097,76;90055,33;82858,10;75597,24;64346,30;78393,67;70136,30;66666,61;76465,11;72109,38;79622,55;78638,71;65739,24;80495,11;81545,77;87467,17;89992,14;80579,55;98779,83;87142,79;90480,83;81468,56;95616,32;108760,98;93979,04;114818,21;104420,09;108445,62;93268,76;91474,23;99029,95;97232,47;105946,34;93543,99;80143,05;3129458,60
"431349 Novo Barreiro";-;45,00;1719,75;26272,42;17313,48;22800,48;15681,66;16490,36;18732,05;19579,51;12423,28;11712,22;19686,24;20956,11;20460,72;21266,24;18705,08;25448,14;21992,18;21567,79;28055,67;26576,49;31207,93;19262,53;24409,10;22387,64;15959,56;18055,32;21724,62;19252,46;17221,13;20782,54;20837,95;26064,96;23038,54;23878,13;22832,40;24443,97;22000,49;760844,14
"431339 Novo Cabrais";-;-;91,02;15968,78;11954,54;14864,79;15553,07;16360,87;13409,31;14036,09;14431,72;21347,03;21120,49;18749,34;25148,25;25647,11;18246,22;25679,84;21920,38;25790,23;20523,50;21358,94;28738,66;30878,11;24395,98;21565,93;27581,69;25437,78;19417,39;23249,40;23028,00;24513,62;28719,77;20521,01;24951,58;22130,77;17457,31;16094,69;22631,11;763514,32
"431340 Novo Hamburgo";3294,12;9177,50;39821,15;1292831,14;1205828,53;1411938,71;1384589,36;1291343,51;1313731,09;1343560,31;1273661,12;1283450,41;1197539,82;1183256,38;1211182,09;1148890,81;1160400,39;1351337,19;1318728,44;1351406,96;1375018,22;1346085,07;1369458,13;1270423,43;1263752,44;1241761,92;1302307,39;1318049,78;1107642,05;1311392,44;1219730,60;1261758,61;1260022,57;1354186,67;1386001,09;1282132,04;1289976,21;1312767,55;1357915,83;46406351,07
"431342 Novo Machado";-;-;-;24040,35;19071,33;16496,42;22702,02;26637,52;12597,27;25621,33;23258,48;22807,29;24752,63;18927,68;20599,23;20419,63;11886,91;20300,50;18118,84;18190,68;19317,09;12428,56;17377,71;18122,33;19739,74;18910,13;22341,20;13434,97;17804,70;15626,81;17467,56;20939,17;23452,33;29913,79;25495,59;19543,51;16325,86;22399,64;30350,90;727419,70
"431344 Novo Tiradentes";-;-;450,00;7830,86;8487,51;7061,83;9713,75;11254,09;5839,41;11152,54;11221,61;11298,33;10622,48;14230,32;12794,74;13382,96;12138,27;12830,03;11314,61;14604,83;11675,26;11474,60;23674,62;24950,16;17987,00;18446,41;18072,29;14692,14;8310,62;13540,93;8174,97;16677,60;16479,50;25234,80;23623,25;20438,57;24571,41;15501,67;9975,72;509729,69
"431346 Novo Xingu";-;-;184,19;12220,70;9759,23;10916,11;9267,89;11395,14;5612,17;11874,99;9434,49;5818,25;8396,58;8066,44;6063,45;7739,44;9304,84;10223,28;8172,44;10703,18;9161,37;7602,56;9646,80;4399,41;11702,40;18997,13;13401,47;7985,45;12358,94;10689,78;10702,51;10539,23;10386,52;13614,43;9328,58;9432,15;12675,84;12418,48;10155,82;360351,68
"431350 Osório";27,88;186,88;7998,79;222091,85;188845,27;235828,94;206320,77;251312,97;232516,19;245689,35;208201,00;213523,26;258670,05;254052,08;271318,57;292545,67;280761,88;204381,52;248381,20;247178,68;254548,61;214257,78;280741,35;266393,86;292352,81;282754,08;289134,98;328995,15;258688,87;285898,62;238745,22;313439,82;256890,29;250659,14;273224,33;226886,88;288261,56;289246,83;290905,97;9251858,95
"431360 Paim Filho";-;50,26;1495,24;22515,50;25078,88;27890,63;18999,38;22480,63;25078,51;21211,36;21417,75;18866,40;23129,39;21648,43;16006,84;18618,53;23286,48;31495,56;21463,71;30930,37;32016,65;23158,19;24311,81;25088,64;21942,71;27602,37;38465,53;25656,06;23696,99;26538,92;32694,82;26811,69;31929,87;29197,65;26777,59;32153,81;23875,98;31277,57;22374,42;917235,12
"431365 Palmares do Sul";13,94;51,97;1837,39;64938,42;52149,14;60445,43;48593,74;61712,69;62760,55;67633,76;76110,59;72223,33;70621,56;68013,75;74359,68;76503,53;70604,65;70759,89;67130,04;66874,98;68275,81;65889,32;67980,17;71130,20;69169,32;67654,30;66957,78;83093,79;67009,86;69649,35;66578,56;76501,36;76778,10;73824,79;93634,73;79991,94;84420,32;83025,89;71776,23;2536680,85
"431370 Palmeira das Missões";-;225,00;12198,66;225644,58;228800,10;222215,58;212373,98;253753,06;374687,53;280785,33;274076,45;249748,68;253842,90;261330,72;261920,19;235642,42;219973,60;213083,03;186066,81;200110,34;205637,39;231917,10;237079,54;221644,25;225281,48;246563,30;219456,16;212886,99;206662,53;225624,13;197056,59;227344,78;212187,68;249340,80;239935,14;232080,68;232458,48;208130,47;215748,61;8413515,06
"431380 Palmitinho";-;-;-;28938,81;21407,44;29572,04;26338,41;40757,80;30896,58;30626,59;25148,41;31197,96;34455,63;34521,18;36453,27;42301,92;27488,33;41278,18;33763,70;27774,35;27559,16;17696,67;25286,97;34153,27;26985,07;37409,16;32660,60;32593,07;35034,74;38518,69;40634,35;43148,13;36476,90;36123,41;44231,21;36963,43;40157,96;39802,23;36646,31;1205001,93
"431390 Panambi";-;14,60;14,27;218899,64;202171,16;225802,01;219008,25;253429,95;243676,88;309824,05;273456,11;260050,03;263799,35;245475,27;235842,28;230726,57;215298,43;246431,45;246776,54;269962,44;259304,35;255862,39;263125,78;272100,91;276089,13;228105,99;236914,32;228227,54;219584,16;255306,21;231195,45;289869,86;251599,57;290448,60;285747,72;260587,30;281080,77;270744,47;285518,93;9102072,73
"431395 Pantano Grande";-;-;-;66790,77;58825,28;56168,74;64448,33;66639,29;75433,52;66479,32;64764,12;70085,78;73102,97;72333,96;66350,00;67375,95;59561,15;57491,63;56001,36;58740,09;60988,78;66002,57;73595,53;83138,24;68338,29;68970,32;68317,44;70932,55;60265,68;68936,50;68222,40;67435,93;64424,71;61013,83;62360,61;66759,29;73400,52;86276,45;71897,44;2411869,34
"431400 Paraí";-;92,00;926,39;31506,68;35366,77;38257,63;32302,59;35093,42;29070,99;26784,53;24625,26;29470,26;30648,17;24546,49;25602,55;27845,14;18644,66;27646,50;27432,54;27593,34;26631,48;30586,93;28276,28;25095,06;25466,68;26190,38;27848,05;30173,14;29790,06;29360,89;26131,03;26337,93;33256,05;40407,81;34964,08;34567,23;25822,56;32831,50;39344,50;1066537,55
"431402 Paraíso do Sul";48,40;5602,00;6396,48;44960,85;32317,69;42864,02;47281,77;51002,76;46079,95;33941,80;39020,85;40601,92;39321,02;51656,92;41263,19;33567,64;35553,44;38567,33;35865,82;41312,47;52864,50;47244,29;52179,53;50218,13;60222,45;63359,12;52146,31;52717,55;46888,39;41872,66;45955,30;44616,80;50908,68;43457,79;49088,79;46103,68;44090,60;54767,53;47339,48;1653267,90
"431403 Pareci Novo";6,97;1085,01;1153,51;10387,12;8379,65;11217,27;13520,12;17583,50;12416,15;8828,81;12015,61;15128,83;13299,79;8247,35;6607,71;7473,10;8765,45;11029,76;12905,60;9432,83;10021,05;9707,89;9519,41;13562,61;13255,64;13965,71;16394,71;17892,92;20628,22;23911,17;22224,69;21495,16;17840,80;23895,56;22677,46;18256,09;14283,64;16022,71;14785,17;509824,75
"431405 Parobé";13,94;1228,94;12121,10;299662,55;252103,29;276994,35;278392,68;264602,29;243433,01;256425,30;271009,37;274080,86;261497,56;253042,46;230922,28;256689,98;247462,80;271152,26;251788,35;252120,90;245990,67;264494,90;272896,58;250730,11;262788,15;245029,19;250653,38;278434,17;247009,93;267449,64;264151,71;297681,48;277123,52;298448,55;297815,45;281982,66;287314,05;269680,36;257944,79;9572363,56
"431406 Passa Sete";-;-;-;16460,92;14000,59;16718,37;19065,01;16103,95;18445,49;15139,87;19892,63;14441,37;14170,57;19326,83;15512,02;12269,66;17825,17;20863,39;23291,19;16950,62;22075,51;22624,04;24294,15;21015,77;17312,43;18588,13;19571,88;22820,83;15813,93;24054,03;20639,13;24332,50;23253,48;25779,55;28961,64;28682,46;21026,11;22058,79;29636,54;723018,55
"431407 Passo do Sobrado";-;-;-;23460,27;25272,22;23847,44;23526,07;30209,74;33603,76;37882,59;37905,48;34745,84;34274,39;31070,93;28763,27;29756,01;26025,76;29163,93;33424,31;39011,28;45741,99;47746,40;45033,78;39979,12;45057,76;46442,21;44809,97;50652,98;35335,47;38873,64;39188,31;29088,33;35998,83;31876,32;39356,01;40603,51;51246,25;50059,57;36527,87;1315561,61
"431410 Passo Fundo";-;1504,48;13325,44;1369072,46;1258806,19;1415819,60;1395677,68;1447984,19;1416057,81;1490241,65;1287256,71;1266452,32;1244934,42;1207941,04;1277794,36;1269463,27;1264884,66;1373571,23;1471346,91;1386311,94;1400867,32;1255076,12;1593462,63;1366798,14;1393384,05;1336172,12;1448818,74;1469836,97;1341939,24;1427304,60;1434898,54;1583430,81;1596577,79;1637107,37;1665505,36;1595469,51;1579109,91;1586597,18;1569756,11;51140558,87
"431413 Paulo Bento";-;-;-;18150,17;19606,51;15707,11;17691,56;29428,63;25223,05;23873,98;17326,15;16142,13;16021,13;16215,35;20131,03;22362,90;21697,89;28409,96;19178,24;23313,45;22626,39;27701,27;25268,16;24397,72;23936,82;25926,80;23140,01;32093,87;28647,07;30499,34;22224,99;25709,65;19537,53;17277,04;20174,54;24477,00;23934,86;24983,63;23587,95;816623,88
"431415 Paverama";-;-;990,00;44113,28;39823,54;44475,27;40020,12;50178,30;50030,13;51786,81;56595,49;53266,54;47339,10;49669,57;31792,67;33023,22;34694,57;42743,94;42243,76;39659,50;31889,44;29185,08;36913,61;37184,16;52255,70;38485,92;38062,93;33786,10;36289,31;39177,95;26367,38;42350,00;41643,38;45572,42;35581,54;38555,60;37816,24;42223,00;34202,67;1469988,24
"431417 Pedras Altas";-;-;6,97;5676,45;8515,85;7143,26;1749,61;7950,03;3865,15;5408,17;9055,51;5098,06;7468,70;6270,95;4664,84;3227,25;5872,36;4083,31;3515,62;6221,75;8909,25;5260,91;5390,07;6416,09;10171,20;11934,15;10689,44;6826,18;6985,83;10370,93;6663,36;10999,52;6063,71;12049,14;9395,06;9760,08;9169,26;10123,25;10892,87;263864,14
"431420 Pedro Osório";-;135,00;537,09;22832,75;24082,47;24620,12;28935,65;34885,32;36408,36;35297,58;30200,86;34807,03;37184,57;37129,82;37196,16;37292,47;36985,56;46138,09;42770,01;44599,72;43773,49;34366,54;45717,83;38228,80;40384,48;41102,44;47616,18;42481,28;40972,16;35905,27;28394,97;41989,69;31000,75;32209,18;23145,08;29758,24;26966,14;19062,61;22613,32;1257727,08
"431430 Pejuçara";-;30,97;1630,30;17709,93;15694,00;23134,86;26818,29;18798,25;22389,93;14835,07;22345,00;22284,68;22461,39;22141,02;25693,30;22007,55;15949,68;17985,68;17327,26;16518,14;31079,54;21703,03;27032,60;25280,60;22770,70;21910,91;20823,53;17549,30;19051,05;16838,63;19104,61;30468,13;16354,49;23158,48;18251,29;23048,60;18059,03;24576,83;20556,18;763372,83
"431440 Pelotas";45,00;135,00;23214,42;1728284,64;1666706,00;1908504,43;1746038,46;1796188,87;1709978,92;1877181,72;1845310,04;1953412,37;1995856,86;1951976,56;1836293,43;1858575,86;1705137,12;1964369,52;1952688,82;2043864,60;1947295,66;1983516,10;2061688,28;1954274,57;2061149,03;2010509,55;1997893,96;1974322,15;1804020,33;2082687,94;1948854,43;2010837,30;2055910,87;2054668,36;2028697,17;1942668,36;1999677,15;1970834,03;1943193,60;69396461,48
"431442 Picada Café";-;-;360,00;18291,31;21556,36;25506,88;18576,92;22926,93;12861,76;19136,98;15426,63;14425,98;15095,67;16413,47;14698,97;15913,54;19989,74;16285,93;15686,08;20613,46;22640,89;11242,67;19915,08;22151,34;16348,87;15158,39;18896,54;16687,46;17381,47;19897,31;37034,96;27715,25;20808,61;30060,57;24850,88;21643,96;23412,31;19023,68;25430,48;714067,33
"431445 Pinhal";-;405,00;466,62;21622,41;20151,37;24725,38;20419,62;34778,27;25581,88;21189,85;20699,27;24714,67;18734,56;16693,02;18525,04;22024,01;11901,83;18615,79;19406,33;19691,66;18544,39;19534,42;23417,83;20532,89;22032,80;23892,11;23525,79;20227,45;20095,94;25016,98;18929,38;24133,77;18301,76;25182,25;24575,29;28689,54;28111,76;27323,55;20882,76;793297,24
"431446 Pinhal da Serra";-;-;45,00;6458,32;6976,51;7364,51;8117,04;6821,97;6647,85;9893,01;6947,05;7349,77;8039,80;7064,48;9437,78;10010,71;11987,10;9789,58;8831,14;9935,91;10498,06;5675,74;10596,80;5938,33;6717,85;4147,83;6393,21;5488,16;8117,14;9114,49;8364,23;13209,34;15580,54;15561,44;17607,90;15260,72;16973,83;17887,23;20581,38;355431,75
"431447 Pinhal Grande";176,68;6163,74;2829,01;12918,82;17661,38;23732,25;15587,74;17982,85;15882,17;17416,31;11443,56;11552,55;15366,47;13455,61;11308,29;17507,43;12918,35;14952,37;16483,32;16801,67;14514,05;12759,20;20776,34;18294,79;24368,52;18763,63;18545,28;23572,10;19775,61;22819,39;16656,07;19941,33;22836,16;23578,38;18902,81;19249,18;29303,96;17978,73;12207,54;646983,64
"431449 Pinheirinho do Vale";-;-;-;17277,55;21218,19;16630,95;16227,80;18831,16;20271,06;19808,54;16113,09;16050,98;18369,09;13178,55;15970,57;20883,36;12285,34;17263,20;22290,05;15994,27;17917,10;20763,31;18926,18;25694,61;18074,62;17264,19;23446,40;20880,48;18432,73;19811,78;16198,55;14209,69;18132,03;27650,10;21505,56;22270,37;25583,54;17001,78;20268,20;682694,97
"431450 Pinheiro Machado";-;-;13,94;76347,25;64556,58;109120,67;35439,53;51021,78;52100,40;59965,32;69785,79;63252,72;59126,13;66944,90;64854,89;78372,72;59254,77;76850,60;69327,09;70348,94;64497,63;83348,33;74017,35;70271,01;83693,27;73243,97;89845,33;90682,90;89773,75;84432,81;91791,01;84721,39;75164,64;89055,44;156651,08;128273,06;167466,56;140734,27;127025,23;2991373,05
"431454 Pinto Bandeira";-;-;9,34;324,90;207,52;1574,90;726,25;1632,01;1422,05;2946,72;4091,56;1392,35;1828,70;1165,97;3213,21;2228,07;2258,32;2887,17;3389,39;1638,17;1516,85;1517,90;1867,82;3410,37;4005,21;2026,70;6609,83;5930,19;4456,44;6825,49;4172,62;5563,51;8296,53;7222,03;5136,48;15406,71;3582,60;8482,49;10900,15;139866,52
"431455 Pirapó";-;-;45,00;17807,23;16903,69;19423,62;17629,56;16892,76;17435,77;23290,42;22378,85;22633,24;21421,74;28727,43;19217,87;15700,08;16924,37;18790,73;15409,49;14999,82;19683,15;29677,37;17967,22;11215,90;15910,72;14572,11;19885,88;18596,53;15576,56;17492,31;16870,65;14012,68;16361,24;16877,90;21725,81;19224,62;14718,65;16758,69;22948,55;665708,21
"431460 Piratini";-;-;734,40;58263,93;68036,00;81973,38;68433,78;86128,43;75992,62;75412,25;77780,26;89873,89;84645,12;104952,05;103278,84;96511,04;81445,96;82636,54;90754,01;69246,64;71498,13;71132,64;67686,64;68944,92;66937,03;75607,36;73329,93;69436,33;61232,40;73384,39;59529,77;66171,31;55563,60;61190,88;66133,58;95801,10;68485,17;86254,91;78581,84;2733001,07
"431470 Planalto";-;90,00;450,00;47493,67;42942,67;42023,11;49498,61;45174,55;44787,64;36417,32;47585,49;49034,23;39239,26;37651,54;29158,83;44051,71;39354,91;34339,33;34239,70;42544,52;39172,99;48360,58;52936,35;51254,89;38139,06;47743,12;43651,19;38741,00;44105,03;41755,65;48073,42;50557,62;46336,06;54600,81;55871,12;55452,57;59507,46;60775,28;54226,89;1637338,18
"431475 Poço das Antas";-;-;437,40;8124,25;10404,70;16183,74;14187,29;18510,68;17506,61;16561,83;21757,66;20148,08;16119,93;11251,51;11787,46;13525,40;15296,48;8035,26;14065,81;12720,95;9952,54;11868,38;12812,81;12632,13;16397,04;22007,70;13670,20;9126,77;8844,55;14403,67;17847,27;15796,04;19650,70;12945,33;14655,78;17442,97;17430,27;13848,81;14720,38;522678,38
"431477 Pontão";-;24,27;1149,38;23890,09;20382,31;30826,29;24646,47;28046,79;26852,00;29263,48;28669,05;26468,02;24103,08;24533,14;22315,67;26492,68;25454,16;26040,36;30751,36;30798,35;29880,75;24171,75;30678,90;39738,25;32688,76;30602,88;38337,54;32120,90;31237,37;36116,05;30898,21;32921,02;27146,26;28664,69;34668,96;37515,07;36903,98;35847,77;36382,96;1077229,02
"431478 Ponte Preta";-;-;-;8552,27;8841,98;8473,64;10856,33;11374,80;10305,37;7694,51;7188,88;8315,78;10479,83;11124,54;12165,72;11429,07;14858,66;13929,91;17651,79;11804,11;11287,34;13518,49;16200,63;10304,15;14710,35;20479,94;18847,60;17053,10;18849,17;17471,42;18058,33;15671,91;18046,33;10283,14;13977,41;13491,75;11537,10;14603,67;10747,16;470186,18
"431480 Portão";20,91;58,94;1091,51;230646,19;303589,92;380298,23;310184,91;324828,01;410682,42;289885,88;170402,32;161069,82;162722,18;181387,24;164093,17;158313,14;188226,35;179386,07;178939,13;177574,60;181507,00;149088,25;158015,80;138301,63;148042,64;150824,05;158825,02;165239,98;162423,32;194323,95;162065,91;180770,98;173678,21;180754,27;191872,03;169626,15;176587,12;166043,93;165024,58;7146415,76
"431490 Porto Alegre";23733,42;19318,18;251218,39;8118252,16;7523341,02;8756691,22;8322506,15;8448836,36;8431273,01;8976686,04;8647631,97;9109107,45;8591491,15;8831578,07;8632417,61;8349428,33;7590856,24;8625666,10;8401514,13;8763516,08;8846158,33;8792113,46;9197281,78;8585220,29;8900900,60;8727585,43;10877170,00;11646772,35;9016775,28;11057281,22;10360548,53;12472813,83;11844653,68;12019982,55;12595998,05;11898810,10;12061914,91;11957585,94;11542935,87;346817565,28
"431500 Porto Lucena";-;-;-;35354,35;23034,06;25464,73;21586,51;22797,25;29084,26;32361,39;33585,81;20001,45;30786,34;25820,53;25580,08;21236,37;24577,71;25562,40;23542,71;21388,20;21907,23;18633,60;31089,72;23581,96;37463,28;32939,40;37680,03;35545,12;21852,23;29353,72;31698,23;36369,69;28299,85;29312,93;26134,11;28576,45;21479,85;23584,08;23897,02;981162,65
"431505 Porto Mauá";-;-;-;24640,59;20995,59;22386,52;18059,10;17104,72;11971,87;18033,27;15320,66;16613,16;15560,50;18732,30;16131,93;23425,06;16951,00;26499,36;15229,48;21154,25;12914,11;14869,58;12353,20;12590,32;12987,03;22233,21;18597,20;12469,88;18304,66;15512,72;15007,83;18733,15;11833,37;20303,52;21946,45;11937,99;12501,45;22108,20;17603,56;623616,79
"431507 Porto Vera Cruz";-;-;-;15018,83;13658,33;13687,21;13010,00;16793,63;10097,69;12106,68;13465,41;7453,08;9653,01;15096,10;17325,80;8839,24;12169,84;14325,27;16107,79;16583,76;14801,42;18233,30;21294,32;13617,64;15671,02;12415,64;15381,62;13551,12;15154,74;15798,18;18539,27;24503,08;17046,96;18201,52;14094,62;13310,86;14949,65;20539,83;21457,62;543954,08
"431510 Porto Xavier";-;15,97;-;61685,75;66182,83;56213,49;50610,12;54072,46;55348,90;70954,27;68473,01;60270,63;53974,56;57042,24;64042,30;52085,23;53159,40;70511,60;76465,52;72251,64;62208,15;69506,43;61836,15;61700,25;61254,42;62568,34;50199,53;53072,41;41991,47;60354,76;58498,14;62453,11;60681,79;51476,50;66804,72;56933,26;55489,62;47894,11;66394,90;2154677,98
"431513 Pouso Novo";-;-;315,00;5439,88;5338,07;8522,57;5507,39;6120,99;8754,56;11505,31;13439,99;8206,07;6095,55;5816,32;5789,06;5017,66;9827,37;5917,48;4697,50;4321,39;11122,53;7119,00;6488,15;9191,40;10388,18;4424,71;4751,43;4953,53;7944,22;10006,23;12712,68;12415,80;7351,69;6850,64;8981,25;7139,12;7289,69;4781,32;5487,29;270031,02
"431514 Presidente Lucena";-;-;1400,00;13052,23;16408,36;20479,25;18582,66;18589,45;20430,97;24384,80;15919,33;20624,56;30930,09;28262,98;19886,06;20692,16;25340,75;24331,22;22467,91;21339,17;29856,94;23994,99;21387,00;21430,32;20350,01;20772,19;26884,99;17257,24;19291,84;22240,22;21146,57;20766,04;22877,16;27902,44;23131,75;18416,25;23858,65;13225,11;16246,61;774158,27
"431515 Progresso";-;45,00;964,80;29411,28;27408,39;25880,75;29646,07;34052,91;33125,76;34545,94;44109,12;35989,61;39579,89;34933,15;32231,61;32526,02;35831,66;38479,70;44401,49;38862,73;39104,96;39704,30;38714,63;34635,35;34946,86;28973,89;40115,42;45182,85;30486,53;45983,54;37255,65;31861,44;36982,31;23641,89;31394,34;29575,94;35354,93;30768,38;24446,02;1251155,11
"431517 Protásio Alves";-;-;1406,73;10970,58;11802,98;14973,54;16573,61;14525,77;15084,77;16346,71;13772,38;15218,00;16424,14;14102,51;19978,48;12856,69;19956,90;14243,99;13172,36;11391,07;12379,56;9230,54;8426,95;7821,68;10613,02;14167,10;12136,54;7733,06;7131,66;3171,38;7418,01;5931,66;7212,18;15798,69;14806,31;12025,43;10950,98;14908,01;13683,36;448347,33
"431520 Putinga";-;90,00;-;14938,61;18294,71;28970,28;21842,94;26651,34;25058,91;19804,46;28878,03;16119,87;17180,82;19858,04;16729,10;20317,59;23374,51;17092,11;15996,06;17828,54;20363,35;16482,11;24770,41;15232,33;15372,02;16722,57;22276,44;21850,74;15209,67;15037,71;19010,21;18745,71;17160,81;18109,96;20107,33;20632,20;21588,95;21251,95;21975,19;710925,58
"431530 Quaraí";-;190,99;2019,27;107014,35;121704,36;142646,55;133441,29;124406,94;128257,79;121898,77;145786,69;102482,50;130366,05;147160,24;133693,51;141415,56;146516,75;173217,53;133870,26;158392,98;144527,07;144952,15;156703,36;154265,14;137995,56;144946,81;155504,07;163557,29;153270,60;151905,37;136137,23;157408,80;147041,19;150082,89;165401,79;137840,00;157547,85;166115,32;155291,90;5174976,77
"431531 Quatro Irmãos";-;-;7,30;14693,89;21698,12;14111,81;17908,12;10264,11;9731,65;16521,17;11289,90;12860,28;10347,99;11912,21;11548,21;17573,53;11874,18;17170,84;19734,67;20203,44;22963,36;18219,87;15751,91;17358,65;15336,51;13379,45;14609,32;12556,98;15417,91;10656,28;15216,12;19275,18;19462,97;16232,69;13870,55;16376,37;13167,64;17829,60;13967,07;551099,85
