 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:Jan-Ago/2020
"Município";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"410520 Cerro Azul";-;661,83;5186,95;71603,91;65783,23;67665,99;48210,99;43618,62;35373,51;57268,16;50971,31;446344,50
"410530 Céu Azul";-;728,02;6771,60;74849,25;65403,03;76592,87;79044,63;88363,83;68599,00;67437,86;69710,56;597500,65
"410540 Chopinzinho";-;-;992,44;139457,81;118891,64;102187,00;91405,01;112779,86;155022,26;216444,49;173009,30;1110189,81
"410550 Cianorte";770,16;2144,38;6245,14;814831,85;804876,90;763703,68;664188,47;657359,79;686841,65;659349,35;696694,81;5757006,18
"410560 Cidade Gaúcha";-;7,30;3132,00;63530,15;57813,20;80949,57;43732,89;46516,86;63495,18;83745,11;61959,78;504882,04
"410570 Clevelândia";-;-;2490,93;85297,63;81285,75;79308,91;57505,13;62618,92;79554,67;89061,32;79472,39;616595,65
"410580 Colombo";2773,95;3882,28;24882,49;1187094,51;1163896,46;1265548,62;1104736,90;1103883,21;1065241,07;1007966,88;1069970,49;8999876,86
"410590 Colorado";713,91;1002,76;1787,43;128442,80;152233,04;146780,99;93952,51;114312,73;120150,33;120386,54;130596,73;1010359,77
"410600 Congonhinhas";330,04;522,04;3187,15;92504,66;80275,15;91552,58;58069,97;66322,03;59225,96;59489,87;50617,34;562096,79
"410610 Conselheiro Mairinck";-;-;279,79;33181,95;26566,84;26389,49;15708,42;20129,37;14912,57;16709,96;15882,47;169760,86
"410620 Contenda";135,39;1272,25;31511,69;115401,48;91644,13;100169,54;77916,69;89883,03;103161,11;92145,58;87130,99;790371,88
"410630 Corbélia";-;256,21;6464,40;106394,26;115905,78;153099,36;87928,34;85246,08;95175,91;96727,72;84059,32;831257,38
"410640 Cornélio Procópio";8171,92;6986,48;32173,73;484612,05;524724,32;549554,72;407866,67;463996,15;424318,08;485601,59;472928,70;3860934,41
"410645 Coronel Domingos Soares";-;-;91,06;28592,09;32508,54;30122,01;30698,39;32152,18;30691,74;32671,79;30170,26;247698,06
"410650 Coronel Vivida";-;-;90,57;103499,60;94081,29;86638,60;69349,73;68342,88;82957,08;102864,34;75763,98;683588,07
"410655 Corumbataí do Sul";-;-;268,75;36719,49;43036,34;37958,77;30594,65;31310,24;41043,52;35914,58;41403,84;298250,18
"410680 Cruz Machado";-;-;3161,47;87241,70;79989,82;76230,19;59629,17;50897,93;83420,15;81870,04;106992,28;629432,75
"410657 Cruzeiro do Iguaçu";-;-;60,43;22614,88;22891,77;14305,12;7958,20;18718,89;8890,57;22554,91;18368,68;136363,45
"410660 Cruzeiro do Oeste";-;-;20312,47;138855,29;96199,25;157903,50;88502,55;69239,27;78468,85;102751,98;93841,89;846075,05
"410670 Cruzeiro do Sul";-;-;2633,51;32847,69;28780,64;17905,25;20929,46;16701,67;22517,60;17554,71;20459,79;180330,32
"410685 Cruzmaltina";-;-;-;31134,70;16081,49;28797,12;21507,16;24266,02;20248,90;14821,39;13927,20;170783,98
"410690 Curitiba";25885,16;103230,38;946698,31;13305574,44;12811846,68;13230132,25;9558811,69;9818141,35;9975961,37;9892442,08;9497687,85;89166411,56
"410700 Curiúva";79,75;101,32;4658,99;91178,98;86403,60;76757,42;65993,48;60491,87;73006,64;60394,84;66082,57;585149,46
"410715 Diamante D'Oeste";-;107,21;5108,83;42951,83;42671,23;35718,13;23084,19;26040,50;19802,19;23887,06;35222,45;254593,62
"410710 Diamante do Norte";11,00;2022,30;2153,87;55275,46;59330,24;54368,31;38689,53;38421,97;41483,39;35445,96;50916,14;378118,17
"410712 Diamante do Sul";-;36,17;79,31;12018,84;24214,69;18828,65;15675,22;19847,19;15595,01;22714,69;15388,01;144397,78
"410720 Dois Vizinhos";-;519,66;569,01;220534,67;225994,94;205337,35;164561,48;169633,19;190739,25;177356,88;176119,32;1531365,75
"410725 Douradina";-;1204,00;10996,89;42654,30;45072,98;44827,77;35494,42;38679,74;41938,64;47010,25;51541,14;359420,13
"410730 Doutor Camargo";253,85;-;495,92;52775,63;49726,10;41532,53;23309,39;29596,63;36907,94;35659,76;29994,72;300252,47
"412863 Doutor Ulysses";-;45,00;886,60;10767,50;6491,38;9770,25;13107,96;8506,38;13541,21;11596,03;13938,21;88650,52
"410740 Enéas Marques";-;7,30;66,00;26387,48;26073,92;31616,01;24164,26;22896,02;25084,52;30330,37;27823,53;214449,41
"410750 Engenheiro Beltrão";-;12,47;96,03;75367,04;84994,70;99680,00;66126,74;59394,81;66330,80;67483,74;65396,34;584882,67
"410753 Entre Rios do Oeste";-;24,00;389,83;27328,80;28727,62;22749,76;27509,15;28390,72;20928,16;20073,45;20935,54;197057,03
"410752 Esperança Nova";-;-;5838,75;17719,21;15727,69;20827,75;18880,63;17012,53;15098,67;21398,74;15477,19;147981,16
"410754 Espigão Alto do Iguaçu";-;106,20;296,18;26175,15;19750,23;24143,15;11901,55;11575,74;18516,87;13510,32;11678,10;137653,49
"410755 Farol";-;7,30;151,98;20166,65;17088,76;16579,53;15249,66;16550,67;17296,71;23558,72;28481,52;155131,50
"410760 Faxinal";-;-;14,60;118447,14;119331,62;110828,19;67499,41;51320,43;58022,77;107890,08;98626,21;731980,45
"410765 Fazenda Rio Grande";6253,84;5296,80;32218,37;635996,78;614150,56;656979,64;523596,47;524271,82;562172,87;560195,82;453277,34;4574410,31
"410770 Fênix";-;-;267,79;44013,07;43901,64;44007,76;42060,39;46773,43;46438,23;51763,04;59813,99;379039,34
"410773 Fernandes Pinheiro";135,00;890,00;6330,58;31359,68;41286,23;24897,77;20949,10;18357,61;11963,30;14355,77;24160,89;194685,93
"410775 Figueira";-;-;1026,29;79416,95;91839,14;86120,89;46079,92;51235,58;70878,67;69841,65;71870,16;568309,25
"410785 Flor da Serra do Sul";-;45,00;86,42;23113,30;16977,77;19339,95;13150,70;12635,95;15201,42;16320,45;16514,93;133385,89
"410780 Floraí";11,00;539,09;1275,10;55971,74;51744,77;46089,46;34348,11;34408,93;32817,91;34523,92;47542,86;339272,89
"410790 Floresta";86,00;56,00;541,22;50366,91;49028,05;46124,63;39949,86;44665,33;49777,91;45383,95;41567,90;367547,76
"410800 Florestópolis";-;-;265,04;87014,20;74777,65;85728,21;78392,60;77968,21;62163,85;79001,06;84047,26;629358,08
"410810 Flórida";-;11,00;119,44;19326,65;13273,78;9501,50;7070,67;4628,92;14825,05;20627,38;9234,77;98619,16
"410820 Formosa do Oeste";-;170,87;2132,55;46765,93;46450,29;49149,14;34686,52;48515,78;38035,37;35520,94;33166,96;334594,35
"410830 Foz do Iguaçu";-;5075,83;35240,11;2171786,90;2277988,83;2091964,90;1703925,40;1768954,09;1870482,59;1883589,30;1949066,14;15758074,09
"410845 Foz do Jordão";-;7,30;435,97;33045,66;42411,34;36478,71;17629,59;24135,68;22550,98;19876,12;24576,58;221147,93
"410832 Francisco Alves";-;56,41;16821,26;47055,46;74098,51;63379,40;34788,09;36306,03;37594,28;47657,29;50874,72;408631,45
"410840 Francisco Beltrão";-;67,07;1557,98;775298,07;823483,51;758845,27;543090,70;600020,04;666541,51;693384,06;669284,54;5531572,75
"410850 General Carneiro";10,00;1447,70;5764,03;74349,51;70758,01;69634,24;52540,19;41970,19;53876,23;48106,29;56670,57;475126,96
"410855 Godoy Moreira";-;-;-;33990,58;46582,37;31914,98;8056,04;13144,55;7351,99;14112,25;15114,15;170266,91
"410860 Goioerê";24,00;108,17;14762,78;254024,84;236468,92;214808,54;153479,26;163260,69;176133,56;188339,70;204956,44;1606366,90
"410865 Goioxim";-;-;144,00;19858,24;27180,41;32808,02;12404,45;12470,44;10070,47;10045,95;8178,00;133159,98
"410870 Grandes Rios";-;-;6,97;47864,21;40266,56;36736,66;23058,21;25837,89;29045,92;32669,41;37925,69;273411,52
"410880 Guaíra";-;197,83;2892,98;167605,27;157702,04;146679,34;136993,89;142812,03;138886,18;139707,74;149895,41;1183372,71
"410890 Guairaçá";-;21,57;132,84;54408,27;48518,39;45610,32;38045,95;43645,40;43982,21;46871,95;56111,74;377348,64
"410895 Guamiranga";-;-;6869,42;40701,57;39534,62;42697,90;21020,71;31615,31;19880,79;20019,62;22315,34;244655,28
"410900 Guapirama";-;-;58,07;62850,18;66053,24;54521,27;34623,99;31773,14;27110,22;34744,96;46933,23;358668,30
"410910 Guaporema";-;-;752,05;17903,36;17905,65;18987,71;17427,59;15866,72;16822,00;20188,19;19815,26;145668,53
"410920 Guaraci";24,20;-;27,50;33440,19;43067,14;43348,11;35182,58;34322,66;38126,96;41451,55;38822,46;307813,35
"410930 Guaraniaçu";-;2088,42;1144,62;84726,61;90577,71;83695,48;66375,90;64808,72;76173,51;70988,56;64068,81;604648,34
"410940 Guarapuava";-;3027,62;61137,07;959751,21;1010573,04;1037490,03;806901,64;812556,49;867106,13;858035,68;901741,35;7318320,26
"410950 Guaraqueçaba";-;-;187,33;24058,95;28672,78;17807,16;14606,05;11013,69;12765,87;18102,44;16080,93;143295,20
"410960 Guaratuba";203,63;4341,00;11805,89;199198,36;212786,10;194958,66;126756,97;146640,96;158754,01;162029,61;155622,25;1373097,44
"410965 Honório Serpa";-;-;1381,76;49823,27;40993,66;38578,33;16711,95;14514,64;23334,00;23388,34;23454,94;232180,89
"410970 Ibaiti";-;1345,00;4906,48;244425,38;248417,02;214270,71;137191,94;146434,43;152370,56;152842,28;146302,57;1448506,37
"410975 Ibema";-;-;525,00;27197,77;29403,78;33500,88;35738,01;22693,85;25378,54;19541,10;19162,69;213141,62
"410980 Ibiporã";-;7,30;1680,79;366962,65;346275,08;357301,06;288676,06;290251,24;277068,29;359005,66;299891,28;2587119,41
"410990 Icaraíma";11,00;-;14422,15;55143,43;52593,74;67469,77;57186,97;42951,69;49745,27;71839,44;59404,41;470767,87
"411000 Iguaraçu";141,44;33,00;291,39;32404,04;36166,12;32078,80;23844,56;22738,14;28821,87;33053,05;25219,66;234792,07
"411005 Iguatu";-;107,85;197,88;19741,76;26617,07;16641,89;14928,65;12122,27;16206,10;15447,59;10890,01;132901,07
"411007 Imbaú";-;-;781,64;67148,81;74324,00;78734,46;55161,78;65644,77;72282,59;81092,27;77410,25;572580,57
"411010 Imbituva";-;1443,90;11747,90;154351,05;165570,88;176092,80;106918,24;148307,83;133758,05;143250,57;132083,28;1173524,50
"411020 Inácio Martins";79,75;-;1922,14;26915,74;40362,80;38928,62;22794,14;19470,56;31783,53;25536,73;23990,48;231784,49
"411030 Inajá";-;-;65,04;18751,76;17876,49;20988,93;11066,67;21637,61;17045,13;17013,57;16920,01;141365,21
"411040 Indianópolis";-;45,00;-;38210,51;44055,95;35314,38;13882,60;15137,74;18848,14;29352,34;32342,38;227189,04
"411050 Ipiranga";-;45,00;6474,52;120258,16;117274,37;83329,24;69378,87;66713,84;72708,66;49508,49;50103,21;635794,36
"411060 Iporã";11,00;-;21477,51;86495,96;84359,79;106381,48;88236,76;78620,11;76995,29;104711,07;91822,35;739111,32
"411065 Iracema do Oeste";-;21,57;267,89;34001,77;27846,80;23121,03;15401,18;22903,78;35504,57;33337,07;27697,02;220102,68
"411070 Irati";274,00;9478,76;65521,34;343157,68;371844,42;354089,00;293596,14;287579,28;319394,60;363597,58;354121,21;2762654,01
"411080 Iretama";-;86,42;1621,21;52115,84;41715,89;47869,37;42672,16;38036,37;55842,48;49874,49;42516,65;372350,88
"411090 Itaguajé";11,00;11,00;762,31;14269,79;19996,91;18474,94;6849,94;12057,64;28420,54;20658,78;22739,42;144252,27
"411095 Itaipulândia";-;126,97;2054,23;54141,56;84337,98;66237,32;52111,25;69305,37;75901,59;59927,71;76296,77;540440,75
"411100 Itambaracá";3781,42;1108,92;2623,96;69786,48;60755,15;64001,09;54571,25;67031,14;63820,02;57105,70;71388,92;515974,05
"411110 Itambé";148,44;154,66;125,52;24157,46;25476,87;33253,36;34517,77;23952,24;37640,02;24946,06;28986,36;233358,76
"411120 Itapejara d'Oeste";-;-;63,00;37791,73;54851,97;53509,19;37501,56;39035,91;50963,84;62361,17;56681,68;392760,05
"411125 Itaperuçu";552,00;1103,40;2263,55;168416,92;160747,39;179005,83;120082,97;120986,33;124139,58;112650,56;101971,21;1091919,74
"411130 Itaúna do Sul";-;119,22;3554,14;31390,99;28714,78;32105,61;22050,93;20923,27;26872,93;33957,65;37922,43;237611,95
"411140 Ivaí";-;-;2084,50;75569,04;67572,57;62431,55;34588,39;31690,65;31450,98;28278,27;28451,66;362117,61
"411150 Ivaiporã";1035,16;-;156,90;230744,86;250990,40;254025,22;171041,04;152493,08;177110,89;163810,23;189663,96;1591071,74
"411155 Ivaté";-;-;9602,54;33942,55;44156,65;38676,39;28979,62;36759,93;36028,43;29600,23;35418,13;293164,47
"411160 Ivatuba";-;942,84;12,47;22483,02;19513,25;19711,62;14816,87;14361,44;22409,22;14576,20;17430,01;146256,94
"411170 Jaboti";-;-;605,93;53437,16;38888,90;34846,54;13122,04;25243,52;18372,27;17390,08;21802,70;223709,14
"411180 Jacarezinho";-;45,00;10205,24;340097,66;340581,90;315434,14;222190,39;344389,42;280498,75;250351,44;257893,60;2361687,54
"411190 Jaguapitã";-;11,00;95,42;87545,40;82621,56;78220,13;41360,32;63679,54;50672,88;82183,03;68965,59;555354,87
"411200 Jaguariaíva";276,00;2128,79;11543,62;237114,94;178836,19;172261,83;136249,33;142330,13;107210,79;104730,20;112687,04;1205368,86
"411210 Jandaia do Sul";31,00;299,26;1229,97;124965,04;117719,78;112429,12;97465,22;94954,54;78951,64;104163,00;102419,31;834627,88
"411220 Janiópolis";-;59,34;498,16;54455,31;29934,55;34252,72;28869,24;32157,66;24108,53;26685,43;33202,27;264223,21
"411230 Japira";-;-;872,05;43827,46;54194,60;51308,45;24406,36;22898,36;19891,63;19873,29;27152,16;264424,36
"411240 Japurá";33,00;34,13;6975,09;70443,41;75031,39;68703,06;56273,25;61504,85;61525,51;72969,77;106595,33;580088,79
"411250 Jardim Alegre";-;1395,49;7,30;97577,68;99410,94;107121,16;85767,47;79826,21;83280,78;73087,41;85522,34;712996,78
"411260 Jardim Olinda";11,00;-;-;7379,91;5088,37;9270,32;4036,12;10832,99;12369,10;7124,29;9935,20;66047,30
"411270 Jataizinho";-;483,16;14,27;63443,89;57396,26;85075,58;46608,90;51822,68;46577,26;65913,26;48779,16;466114,42
"411275 Jesuítas";-;184,24;1902,26;75623,81;70179,69;74533,60;70956,05;65300,14;61453,35;63496,62;75835,83;559465,59
"411280 Joaquim Távora";-;-;2557,92;90859,77;95036,80;100540,18;57774,20;59935,47;61068,21;67634,86;94572,50;629979,91
"411290 Jundiaí do Sul";-;-;907,35;33375,14;39778,07;38515,05;26779,34;21401,44;13585,28;22928,53;23394,75;220664,95
"411295 Juranda";45,83;158,42;1073,84;69840,16;52618,76;55733,06;31567,65;38453,72;25618,47;29069,74;30976,75;335156,40
"411300 Jussara";-;552,00;14,27;53150,05;53843,52;47008,86;31695,08;31488,48;30938,51;39169,67;68485,42;356345,86
"411310 Kaloré";-;-;-;52597,19;49838,70;59752,37;26139,90;31796,60;36059,69;26702,91;27977,05;310864,41
"411320 Lapa";612,22;2269,76;18935,79;237956,71;245681,70;235488,87;154805,97;164843,07;201377,36;185244,88;190202,52;1637418,85
"411325 Laranjal";-;571,90;557,91;35124,30;29705,82;25825,03;19236,22;14902,36;14651,71;13734,50;22505,03;176814,78
"411330 Laranjeiras do Sul";-;1224,97;4587,75;229176,09;234396,88;228568,06;184931,65;214759,84;242339,93;218566,76;243530,26;1802082,19
"411340 Leópolis";714,26;522,04;4173,82;53341,89;50890,11;59073,74;43404,15;47789,68;38084,22;33625,47;44211,96;375831,34
"411342 Lidianópolis";-;-;268,75;29929,34;26717,20;23751,14;19016,53;17122,58;14742,46;18919,73;21992,96;172460,69
"411345 Lindoeste";-;129,70;363,89;44862,29;43423,70;43939,71;31493,78;34961,71;26532,34;28459,18;31973,48;286139,78
"411350 Loanda";163,94;379,00;1325,22;125834,77;126496,79;136062,45;100791,62;120823,67;130263,82;145660,81;140864,18;1028666,27
"411360 Lobato";22,00;11,00;7,30;29910,25;31001,67;27283,01;11041,17;15745,23;39921,01;36927,93;31458,48;223329,05
"411370 Londrina";-;721,05;5826,97;3649736,13;3444504,96;3448329,47;2917851,52;2912680,65;2847703,05;3250357,43;3038889,08;25516600,31
"411373 Luiziana";-;24,00;422,71;51801,05;48440,74;49336,09;31117,85;26302,28;32004,67;37880,70;26197,32;303527,41
"411375 Lunardelli";-;-;-;22239,45;24389,79;18083,27;24243,14;25957,01;21704,68;31675,79;29038,32;197331,45
"411380 Lupionópolis";-;-;-;44203,58;30884,63;34594,43;30397,01;32722,20;23912,30;32612,40;27518,59;256845,14
"411390 Mallet";-;302,07;6084,65;60413,64;69981,05;44479,63;60892,71;47983,19;50000,01;67022,64;60447,13;467606,72
"411400 Mamborê";-;115,00;2850,23;119993,73;100485,92;116306,88;88503,05;121516,01;101239,99;93572,37;113619,91;858203,09
"411410 Mandaguaçu";205,44;884,00;1974,17;168767,97;148980,23;146344,05;133070,77;112430,48;122400,85;125897,84;119770,23;1080726,03
"411420 Mandaguari";1303,73;1629,93;4894,66;216259,93;214214,81;213612,00;148423,82;171185,36;208134,64;213836,40;190927,70;1584422,98
"411430 Mandirituba";1226,35;1136,43;11579,33;133633,83;136375,65;142200,35;105150,61;101110,35;109486,20;113025,84;110501,14;965426,08
"411435 Manfrinópolis";-;-;-;14443,02;18111,19;20321,09;18363,60;17994,87;11849,59;12053,30;13011,31;126147,97
"411440 Mangueirinha";-;7,30;22,30;62735,10;50183,75;66170,67;32426,40;34555,96;69376,50;78421,05;74081,34;467980,37
"411450 Manoel Ribas";-;7,30;532,68;67908,08;64619,89;70343,21;37797,51;57276,38;48748,96;47861,26;50863,71;445958,98
"411460 Marechal Cândido Rondon";-;47,30;8615,53;276851,60;299230,73;308921,36;206636,11;184124,53;224628,12;253115,61;251559,69;2013730,58
"411470 Maria Helena";-;-;11285,72;44149,27;47105,44;45487,12;29556,12;28730,63;31581,41;41162,67;34733,97;313792,35
"411480 Marialva";1186,06;1003,20;4324,78;180561,73;178717,90;169655,14;173729,25;199068,82;214241,10;199502,71;180196,98;1502187,67
"411490 Marilândia do Sul";-;-;318,20;91467,90;71360,55;81802,61;47097,55;40991,50;41607,14;44408,94;51370,06;470424,45
"411500 Marilena";-;11,00;621,87;43789,00;42517,03;42716,94;54213,74;54607,62;47875,69;54631,57;52143,71;393128,17
"411510 Mariluz";45,00;-;14746,74;69940,38;68045,77;60219,33;50807,92;54366,99;62777,90;61866,22;63701,93;506518,18
"411520 Maringá";12841,71;40023,59;69567,60;3113742,02;2919695,58;2637226,88;2265353,26;2461944,18;2601793,85;2845639,54;2586031,99;21553860,20
"411530 Mariópolis";-;-;9,34;57415,53;51965,31;35945,54;30631,03;30695,75;24753,74;19798,13;33289,31;284503,68
"411535 Maripá";-;69,83;93,83;53603,52;55397,55;59094,91;40836,46;35613,37;54511,41;49077,21;66045,00;414343,09
"411540 Marmeleiro";-;86,42;291,35;70736,08;85165,37;77188,23;60359,85;66562,84;67426,91;64353,61;66457,34;558628,00
"411545 Marquinho";-;-;135,00;20695,69;24600,49;26666,92;15707,06;13293,19;16112,23;13893,64;16200,65;147304,87
"411550 Marumbi";-;-;6,97;46349,22;61376,45;41267,68;32455,52;28509,58;36841,98;36085,72;43899,21;326792,33
"411560 Matelândia";-;69,00;489,82;124997,07;112297,49;122540,47;95041,66;108836,44;131017,44;124147,49;131867,96;951304,84
"411570 Matinhos";-;1131,80;17678,00;155034,94;177469,91;186747,61;131967,09;135679,31;120058,36;131123,14;137082,54;1193972,70
"411573 Mato Rico";-;532,38;578,22;25970,35;31724,35;28691,70;20705,13;18028,98;14002,32;16645,64;14645,66;171524,73
"411575 Mauá da Serra";20,00;-;139,88;65053,47;71292,91;63448,35;41949,52;50244,05;54798,83;56274,19;59197,26;462418,46
"411580 Medianeira";-;240,84;13283,93;302729,98;325881,34;330685,07;233744,84;273282,55;253074,78;232529,48;282028,74;2247481,55
"411585 Mercedes";-;-;131,42;37780,06;27224,39;33931,08;30463,91;31423,40;30482,03;27369,43;32379,28;251185,00
"411590 Mirador";-;11,00;2652,30;19865,32;15319,95;22280,40;13576,74;17992,31;25169,60;17466,95;22575,95;156910,52
"411600 Miraselva";-;-;32,40;8432,19;24713,51;8126,32;8604,74;6145,41;6356,99;6623,26;9363,15;78397,97
"411605 Missal";24,00;-;3795,10;110092,13;96474,27;98235,71;85761,91;79401,66;92970,75;86127,76;76549,53;729432,82
"411610 Moreira Sales";-;493,65;3750,13;97740,70;97706,28;96985,61;74955,82;94273,54;76638,09;100833,49;105116,52;748493,83
"411620 Morretes";301,50;346,50;11174,73;117528,21;87163,83;75019,88;63170,56;69189,03;59398,74;76265,42;77091,45;636649,85
"411630 Munhoz de Melo";75,50;-;823,50;34132,28;36672,89;52523,00;28706,91;33471,30;38147,82;33674,91;35899,66;294127,77
"411640 Nossa Senhora das Graças";31,00;53,00;-;22219,58;20022,74;16501,35;14797,29;13969,73;14044,13;20685,57;18533,40;140857,79
"411650 Nova Aliança do Ivaí";-;552,00;40,79;10610,11;11647,07;7778,64;4308,69;12725,60;9351,28;10941,39;12096,17;80051,74
"411660 Nova América da Colina";1002,44;290,72;616,53;36449,80;35385,91;35455,01;28469,99;26314,73;25774,39;30221,67;29315,98;249297,17
"411670 Nova Aurora";-;521,26;2286,57;77185,20;73705,07;91793,20;65930,88;75395,10;66629,94;69351,39;69393,51;592192,12
"411680 Nova Cantu";-;48,00;721,07;59176,82;64280,00;48642,97;50972,70;51483,12;57307,90;50465,11;54125,51;437223,20
"411690 Nova Esperança";382,16;97,00;1908,67;152145,43;150198,14;154160,51;121834,27;122265,20;143351,07;149702,87;130800,04;1126845,36
"411695 Nova Esperança do Sudoeste";-;7,30;-;47376,26;43872,46;48420,59;39223,03;30962,87;37389,12;40979,80;31517,10;319748,53
"411700 Nova Fátima";2961,26;517,44;3360,72;94624,32;83040,71;74773,24;64799,46;85118,96;70030,95;80537,91;74766,37;634531,34
"411705 Nova Laranjeiras";-;83,84;73,30;83849,67;72342,59;60873,56;55900,70;46478,25;48924,56;56600,91;49617,22;474744,60
"411710 Nova Londrina";288,26;413,67;1702,65;87796,02;64839,69;77586,76;56707,89;58985,90;57260,52;70962,85;67523,08;544067,29
"411720 Nova Olímpia";-;-;5630,29;34083,58;47742,75;41797,23;30609,44;31718,88;42568,79;39872,59;45453,79;319477,34
"411725 Nova Prata do Iguaçu";-;24,00;271,67;65960,87;64336,61;71417,90;57396,24;50493,69;69564,51;52650,67;53933,76;486049,92
"411721 Nova Santa Bárbara";226,72;-;887,55;38728,67;41815,86;41564,78;25030,38;28330,45;21418,21;25556,78;39716,92;263276,32
"411722 Nova Santa Rosa";-;24,00;2143,05;62424,89;62188,14;43529,48;46188,31;42745,76;35980,58;41527,99;43078,54;379830,74
"411727 Nova Tebas";276,00;51,97;413,67;62463,35;84764,64;74347,63;29125,38;44838,35;43629,21;51246,69;43979,98;435136,87
"411729 Novo Itacolomi";-;-;-;46592,40;56844,98;34981,30;16661,73;22267,44;21023,86;14928,82;18358,93;231659,46
"411730 Ortigueira";-;-;5853,30;74785,77;93330,08;90845,26;81464,06;76138,30;74034,62;81437,88;90362,89;668252,16
"411740 Ourizona";20,00;-;481,46;42033,04;36759,34;34203,17;18120,75;19256,31;21804,98;35387,18;27282,06;235348,29
"411745 Ouro Verde do Oeste";-;24,00;238,46;49331,05;45324,04;45514,90;44426,41;51079,39;45159,45;43771,21;51854,65;376723,56
"411750 Paiçandu";1655,00;1153,62;7196,72;227839,54;220584,47;188256,81;164575,77;182690,87;165840,24;181900,58;167530,86;1509224,48
"411760 Palmas";-;14,60;2100,91;172323,04;180275,58;187057,40;127617,20;167000,27;152232,71;148507,44;119510,94;1256640,09
"411770 Palmeira";-;814,27;10512,47;155865,75;194342,13;173634,29;102107,64;107802,00;111464,49;146813,10;134335,22;1137691,36
"411780 Palmital";-;-;83,60;73817,71;64025,03;76143,23;56361,09;74925,80;64130,79;51867,06;56658,37;518012,68
"411790 Palotina";24,00;67,21;1020,52;198797,91;185505,23;176801,88;157289,36;173061,84;163883,90;180899,12;168993,22;1406344,19
"411800 Paraíso do Norte";22,00;393,42;909,29;83378,52;72814,83;80702,99;61270,18;68068,67;78033,76;88491,19;87305,05;621389,90
"411810 Paranacity";446,67;29,30;1535,48;71258,57;88657,83;64861,83;54903,47;55080,33;67283,44;62194,74;54330,29;520581,95
"411820 Paranaguá";422,10;9038,86;39365,81;744848,71;727419,44;684918,53;504821,72;502641,01;525254,57;554671,84;551256,39;4844658,98
"411830 Paranapoema";-;-;35,00;24663,94;28105,03;23001,83;15037,06;12843,57;17205,90;28030,69;19900,36;168823,38
"411840 Paranavaí";1372,82;1290,36;9346,29;541222,80;552188,01;540970,60;451317,77;543057,11;517479,90;568184,07;536684,38;4263114,11
"411845 Pato Bragado";-;24,00;1139,00;38646,79;49317,38;39245,59;43850,39;36714,44;34025,04;40275,76;35667,39;318905,78
"411850 Pato Branco";-;-;1430,47;693772,20;710653,18;694691,22;557645,43;619788,67;599450,87;614112,05;604625,20;5096169,29
"411860 Paula Freitas";-;-;2031,60;53498,00;38228,85;33588,27;22199,83;25224,09;36215,59;17787,20;33013,20;261786,63
"411870 Paulo Frontin";-;22,50;274,30;42228,26;44885,65;43986,20;24936,08;24423,38;32129,30;38936,63;54672,31;306494,61
"411880 Peabiru";-;-;2148,21;96102,41;91552,87;101020,64;63069,32;77626,92;62954,87;77353,74;85808,99;657637,97
"411885 Perobal";-;-;5853,75;38253,90;37613,12;39243,46;30349,65;36574,32;33775,24;35427,29;36384,42;293475,15
"411890 Pérola";-;-;23542,65;63229,59;78402,71;63214,79;43537,64;51052,31;52478,77;53445,29;54659,56;483563,31
"411900 Pérola d'Oeste";-;55,30;1145,13;25841,80;37335,71;35558,51;31782,33;44000,82;38288,01;27990,36;36859,20;278857,17
"411910 Piên";5882,26;5410,59;8393,44;76989,43;79234,31;65186,58;43183,02;55760,07;54916,86;36501,22;42501,02;473958,80
"411915 Pinhais";552,00;6111,24;50126,24;802796,25;808634,72;817314,44;610303,65;633224,92;644096,47;639701,82;670424,04;5683285,79
"411925 Pinhal de São Bento";-;-;45,00;31766,65;30383,16;30707,27;18208,43;18252,09;24745,83;24223,65;21083,51;199415,59
"411920 Pinhalão";-;-;854,36;68619,93;60673,83;84865,90;36018,09;41322,57;35880,30;31824,29;49816,72;409875,99
"411930 Pinhão";-;1741,90;8335,00;111621,66;132058,04;115274,33;72199,49;73562,42;69188,27;80058,21;80184,62;744223,94
"411940 Piraí do Sul";-;187,33;6143,19;121003,61;106304,06;109334,42;69750,29;60872,79;55712,37;70285,18;77822,12;677415,36
"411950 Piraquara";3600,00;3745,78;30890,13;517726,10;534625,40;568115,57;459378,99;405942,54;458960,39;429971,46;413711,78;3826668,14
"411960 Pitanga";-;116,25;526,06;222548,08;192133,30;180673,72;91771,36;101698,10;85669,52;105980,10;123373,90;1104490,39
"411965 Pitangueiras";-;-;402,50;19751,24;20460,69;22546,59;15622,76;16403,25;20588,77;27817,95;17334,79;160928,54
"411970 Planaltina do Paraná";14,27;6,97;561,49;32528,43;31534,28;40538,98;28845,79;26351,90;21695,06;30718,70;27984,77;240780,64
"411980 Planalto";-;21,90;200,16;70516,19;67111,86;69709,61;49328,53;56539,14;56007,74;59339,11;41389,78;470164,02
"411990 Ponta Grossa";-;3986,84;197778,59;1805906,27;1829564,43;1814601,14;1454800,31;1536765,27;1532806,86;1515336,43;1543705,19;13235251,33
