 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2018-2019
"Município";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"Total"
"420895 Jardinópolis";-;-;482,20;16224,88;13529,04;18429,87;19238,02;27860,70;21450,26;28466,71;27364,01;20277,97;40251,44;20643,51;14509,95;11923,35;38047,32;22032,17;25820,90;36900,31;26502,94;25698,94;25453,68;26059,15;30306,29;22174,86;17098,67;576747,14
"420900 Joaçaba";-;304,00;2200,94;178010,16;175210,25;198939,30;207542,70;201118,35;210963,96;247608,64;231875,72;193407,44;185994,75;184954,77;170561,33;186336,75;189283,95;193406,47;235152,88;244686,98;283222,90;306132,87;274207,74;256081,50;260448,83;235386,65;225764,65;5278804,48
"420910 Joinville";13920,70;107359,84;387643,67;3136607,22;3237323,75;3758274,43;4255637,89;4508555,12;4168509,76;4606860,47;4381847,68;4033213,05;4535468,81;4111570,95;3439744,50;3762550,11;3975465,22;4586647,37;4540562,81;4516974,47;4332726,23;4607568,19;4819454,30;4614231,71;4994279,56;4612472,39;4404211,88;102449682,08
"420915 José Boiteux";-;-;-;6387,65;5069,88;7803,44;7714,09;7637,02;23177,03;8138,80;7653,60;17749,63;13343,07;10486,72;14674,88;12750,24;9241,53;12396,56;19779,87;48215,15;14300,07;14037,90;18525,69;13636,21;23199,87;10542,21;14451,24;340912,35
"420917 Jupiá";-;-;-;104737,66;21691,98;19136,18;24906,38;22123,24;18582,85;25039,67;20760,07;29718,77;38340,49;27343,25;27127,37;23662,64;20857,80;17939,81;26173,88;31128,80;22404,71;24406,40;32416,93;19990,58;27780,48;21490,98;27083,17;674844,09
"420920 Lacerdópolis";-;-;39,94;21805,84;13885,36;17136,26;16622,97;16629,65;23167,92;31724,24;25425,24;28921,56;23845,43;20099,54;20865,25;19874,65;17472,24;25605,81;23813,99;26595,62;35796,40;28605,65;36051,68;28865,85;31782,64;24327,66;33278,94;592240,33
"420930 Lages";14,60;2949,37;23437,45;938246,70;772958,20;834112,36;941633,68;929398,74;894853,51;989875,63;973271,81;865484,75;1048072,03;1006478,80;872296,78;1189213,31;910948,09;1047539,20;1287206,72;1205190,54;1114884,70;1166838,04;1114897,38;1029232,60;1051084,24;1170366,64;1076354,41;24456840,28
"420940 Laguna";-;2435,80;9458,53;222614,97;212124,98;222259,66;233736,20;231204,84;287956,09;252745,34;239988,24;204764,38;220495,78;322464,08;211761,13;220018,06;216959,99;244937,45;287194,07;229414,88;198328,87;327967,22;265367,31;310869,87;251681,75;279865,39;243494,80;5950109,68
"420945 Lajeado Grande";-;7,30;973,44;19872,54;11661,87;18672,97;14308,20;11225,39;12916,59;21171,56;20652,06;16808,76;15805,34;20614,66;17876,93;7819,84;24703,68;22007,34;26848,90;25577,91;20708,32;20811,12;20538,15;22089,52;27852,43;19165,78;11979,24;452669,84
"420950 Laurentino";-;-;102,47;25904,67;22511,78;27626,87;58234,05;22282,55;45809,18;34432,94;32158,00;31450,65;27953,71;27750,11;25572,38;30706,09;25705,07;32692,45;43871,86;67735,26;32939,38;47267,95;38171,48;47753,39;34466,48;30820,26;24095,85;838014,88
"420960 Lauro Muller";-;-;1803,70;79544,75;77799,93;76987,07;86588,81;84737,50;113654,47;92011,56;91548,15;81794,77;91062,07;94810,58;103570,11;76163,46;73081,69;68452,09;108080,85;76683,66;91794,56;66870,48;70165,55;99091,35;90831,82;84701,24;78730,19;2060560,41
"420970 Lebon Régis";-;-;54,18;27281,00;46103,11;32854,46;43968,22;52257,42;57870,26;64957,98;66872,32;55842,95;60239,63;63857,64;53812,12;43042,24;46106,06;42850,03;81146,28;54538,44;60484,04;52801,07;48206,95;37871,58;56829,63;49144,49;52763,37;1251755,47
"420980 Leoberto Leal";-;-;603,00;7800,32;10282,76;9875,17;12905,33;13788,94;11573,37;13318,59;17753,61;12943,18;32300,90;17211,57;9351,25;20268,16;10402,00;11885,88;10239,00;19490,19;12111,31;7818,70;11077,66;11568,20;13347,56;12413,48;9059,62;319389,75
"420985 Lindóia do Sul";-;-;479,13;22390,63;17492,81;26790,22;19643,97;21635,31;26721,63;23978,86;38018,70;25770,71;30878,83;43196,24;32456,77;38531,66;26383,02;25147,80;44210,85;29238,78;25318,80;26410,21;21182,10;30637,57;35935,46;43935,13;20642,09;697027,28
"420990 Lontras";-;-;26,25;59881,81;48637,66;56000,13;50932,66;54672,67;108043,22;59985,87;45963,52;56112,94;60866,24;53528,02;51741,96;48531,75;54718,49;58490,58;55224,29;104600,89;53970,01;82312,03;54121,34;62785,08;61711,17;72400,13;45809,31;1461068,02
"421000 Luiz Alves";-;-;6226,30;49580,37;88160,65;39335,60;77502,54;59835,19;42555,68;90105,16;68530,93;60687,36;55691,46;81549,00;51712,96;33825,48;52840,09;47076,75;51126,94;57230,63;90018,88;102243,95;69725,52;105192,53;98337,44;76094,99;46616,54;1601802,94
"421003 Luzerna";-;-;-;30172,19;34058,98;31908,37;33131,37;37336,45;50003,75;40678,24;38923,55;36952,70;36405,92;34151,84;36541,04;37272,04;40807,35;35118,44;34990,39;31313,48;42321,24;50357,51;34315,17;36805,93;50310,19;47507,47;44399,57;925783,18
"421005 Macieira";-;-;39,94;12340,55;14115,00;12724,04;11577,06;13804,51;9094,61;17725,41;11694,55;13624,71;12253,25;12973,54;14143,38;12367,86;14204,03;17577,98;18190,45;13593,88;22119,51;14797,93;16445,81;11884,34;19851,20;25588,90;21592,26;364324,70
"421010 Mafra";-;-;9709,74;249482,23;237339,41;597975,71;304901,15;296427,70;308228,53;446309,49;287045,02;255903,91;291057,06;297832,89;299234,60;255850,48;257785,71;292405,76;322256,12;363602,07;290327,66;322046,63;296976,69;268989,23;292130,33;306584,94;270955,70;7421358,76
"421020 Major Gercino";-;-;2279,10;4697,30;8669,47;15142,40;16138,63;11712,90;14143,08;17435,58;22851,90;17160,87;29264,28;20649,78;17470,32;22520,82;18457,47;18533,74;19376,27;25743,61;17540,92;18671,99;15255,59;18126,86;18602,12;14020,14;16594,37;421059,51
"421030 Major Vieira";-;-;29,95;20296,54;21219,93;47783,74;23162,99;27005,58;26847,23;36585,79;20313,14;22168,47;32734,58;28232,65;29439,10;21223,14;28845,63;26564,45;32067,53;30603,27;44790,57;30296,64;33574,14;30117,50;33239,60;25153,02;27530,52;699825,70
"421040 Maracajá";-;151,38;-;38335,38;32264,21;34200,95;32853,49;42445,95;30685,43;34936,71;46099,10;40477,05;39473,90;35711,05;35767,47;32291,79;27586,71;30601,79;29450,82;37925,10;29172,59;22656,74;29019,50;44583,51;30415,71;34296,90;34802,98;826206,21
"421050 Maravilha";-;2950,40;6046,99;161223,56;112649,57;166373,63;212524,31;192857,52;141327,81;155123,52;169437,54;163520,93;229724,42;147800,31;142083,03;131893,01;138656,16;167280,11;155072,09;222344,15;147781,19;186360,89;237299,08;212851,11;236103,71;189793,35;156933,30;4186011,69
"421055 Marema";-;-;281,89;27466,13;13805,81;21081,38;13303,20;25366,68;17747,30;17052,62;21032,93;24851,77;27423,12;22920,95;19186,15;10605,76;23298,24;18203,38;23687,99;26299,91;26264,32;19783,05;16828,48;23068,88;37556,84;15409,15;16097,21;508623,14
"421060 Massaranduba";-;8237,87;9391,11;55481,54;57696,65;63038,93;58579,10;67524,70;76355,58;94863,32;90885,82;85722,99;87821,80;97075,80;90656,83;72739,49;74710,89;85969,73;91344,39;85030,64;85706,20;110108,13;87719,66;112798,83;104360,13;88201,10;77603,72;2019624,95
"421070 Matos Costa";-;-;-;9822,50;9911,60;12192,40;10068,40;10526,15;10318,07;8085,82;10778,68;9262,23;16592,95;12165,04;8403,10;6269,93;10812,49;15888,43;14710,07;20070,03;13722,30;17036,83;18634,56;14379,30;17105,81;16023,89;27138,45;319919,03
"421080 Meleiro";-;-;-;35127,37;42653,43;34527,50;35325,25;58745,93;31348,94;32739,03;35870,64;34848,95;35231,13;37681,86;30471,72;30128,48;30986,34;74759,08;38168,70;35617,86;32524,45;30101,77;33034,03;46495,79;43829,01;39345,44;54237,27;933799,97
"421085 Mirim Doce";-;1351,35;-;17882,79;13621,41;20129,97;14797,72;17811,10;46165,58;17795,28;19032,76;16667,83;21235,71;15968,98;22548,00;27245,12;23001,19;21701,47;26341,63;63053,12;23891,86;31780,38;33346,85;21545,18;22118,83;21861,32;23802,72;584698,15
"421090 Modelo";-;-;647,38;22938,95;28127,62;41228,95;55587,20;34197,41;32855,82;33225,75;39005,98;32049,72;58308,12;42090,65;36521,25;30845,79;33285,87;51456,93;40570,03;52215,29;38082,30;50350,14;35450,90;44821,87;40686,48;38113,08;32988,34;945651,82
"421100 Mondaí";-;-;1387,05;103952,15;64731,61;76771,57;117404,78;78344,69;79962,56;67858,31;61149,83;60744,90;92024,01;99670,03;57352,58;55066,28;58711,93;113045,45;88844,69;106711,61;77855,20;98172,61;101891,70;77856,89;100635,46;68178,76;45893,66;1954218,31
"421105 Monte Carlo";-;-;587,33;25771,42;24807,37;24203,17;28979,26;26115,93;32569,82;36470,50;30148,84;38715,99;31855,58;30783,02;25863,34;25938,32;27974,25;32424,94;34619,15;32877,72;44653,09;46426,00;45412,54;48590,12;50943,24;58954,68;51330,42;857016,04
"421110 Monte Castelo";-;-;3,70;48043,74;54528,85;74744,39;44705,66;77748,95;63351,14;82954,57;74973,35;62570,49;61779,98;56519,53;56623,94;73487,52;74276,48;81484,18;68806,73;69225,22;51007,38;48021,64;83488,58;70385,82;79352,74;67679,14;61567,55;1587331,27
"421120 Morro da Fumaça";-;-;450,45;76514,65;84613,38;88262,69;86376,99;95557,67;109674,73;98972,64;101665,69;77226,74;83738,15;81294,69;86567,50;80565,25;73248,94;106807,83;98362,95;116317,55;99290,77;106078,45;103175,94;114989,81;130045,36;121654,79;97998,41;2319452,02
"421125 Morro Grande";-;-;135,00;5827,42;14765,22;8162,53;8690,68;9331,53;8790,04;9913,94;10732,46;15249,55;15836,84;17423,83;10868,28;16008,51;15805,46;11965,50;23985,59;25751,53;20439,70;20374,63;25040,00;19060,52;18672,26;19068,67;33057,23;384956,92
"421130 Navegantes";-;9023,56;38618,22;253996,52;390437,01;327164,09;311454,63;331235,46;287750,23;324351,58;313786,67;302177,59;312099,92;327313,36;234620,09;264927,41;273013,73;294134,22;296834,38;314098,04;309042,26;321254,96;352164,12;343125,85;375149,30;377758,30;243019,91;7528551,41
"421140 Nova Erechim";-;-;3928,50;22131,73;20310,23;25290,92;22567,41;30707,08;31776,09;36807,30;28833,83;37096,67;58390,67;38661,42;27632,04;22054,68;48200,99;38499,51;50027,46;55902,33;44156,34;47934,52;66272,68;38452,36;63630,13;44560,59;33109,59;936935,07
"421145 Nova Itaberaba";-;-;90,00;32306,03;25026,79;28546,80;37191,38;42211,99;37437,90;37810,02;51638,57;36483,67;37915,34;41258,23;37446,26;41088,72;35024,11;65599,46;46269,10;50387,26;46326,33;40024,16;51613,77;43656,59;75199,49;42952,59;35059,40;1018563,96
"421150 Nova Trento";-;868,00;31590,90;40412,38;55179,46;73812,09;73750,95;52939,12;53369,58;54288,24;58564,96;59239,60;38073,55;64952,84;61362,80;48665,03;65478,60;70301,16;64410,30;89413,93;58208,69;67401,95;75475,18;91337,68;99880,76;96831,88;78097,89;1623907,52
"421160 Nova Veneza";-;-;-;67687,87;61404,89;62420,24;63538,01;100355,69;90025,16;89055,29;98867,26;84685,84;90270,41;134602,54;117757,59;88579,02;84502,60;113519,01;105262,75;94372,56;78585,93;93791,60;88501,02;93311,60;111690,30;92393,76;106436,70;2211617,64
"421165 Novo Horizonte";-;-;-;19615,46;10251,00;12815,65;11744,23;13468,33;11523,35;40797,78;10643,05;17646,23;22563,38;13120,93;11850,57;11151,36;25181,89;15573,15;15859,21;23363,20;13578,66;11153,76;18371,35;9126,35;25937,67;11533,60;11597,02;388467,18
"421170 Orleans";-;530,20;1193,50;96674,36;98684,23;110900,10;102327,44;114374,66;119178,29;133009,05;134546,27;105330,06;100953,54;104751,47;96682,71;104121,42;116111,69;188556,97;126452,08;148524,58;99944,54;129253,89;117327,74;114721,25;140065,19;153726,40;139991,49;2897933,12
"421175 Otacílio Costa";-;7,30;5079,37;52252,39;38747,68;42743,79;47622,37;76675,79;55338,24;59530,01;57805,33;54969,62;84999,06;95439,55;47788,55;66295,98;44375,94;44204,26;66203,62;57462,95;67092,23;105995,59;65083,10;69761,28;71461,73;98893,18;77437,13;1553266,04
"421180 Ouro";-;-;2365,32;31586,20;29002,54;28125,60;29807,92;33377,10;36229,90;38323,31;61676,79;32969,50;40969,77;57328,43;42218,61;39470,68;29509,53;28111,21;29241,78;33446,57;50929,85;65492,29;39608,00;47344,76;54854,53;37284,30;32756,35;952030,84
"421185 Ouro Verde";138,63;34,10;57,26;11246,07;13680,29;20359,08;24759,59;20574,69;20837,54;19330,17;31780,88;20571,76;23566,10;28661,30;20790,56;11144,26;18599,74;13618,51;19647,77;27862,43;16148,85;22491,02;23776,07;18151,94;17940,09;15053,09;12509,26;473331,05
"421187 Paial";-;-;1512,15;13283,18;69872,23;113747,07;43637,69;22786,86;48796,27;50848,37;9265,37;8245,60;5562,06;12664,94;12580,00;15894,57;14591,72;9588,60;6472,61;9820,84;5668,75;7375,27;9638,44;8534,26;14124,87;10555,36;8934,05;534001,13
"421189 Painel";-;-;-;8028,17;5321,95;5761,96;10615,63;7124,66;5161,15;8782,94;12474,58;9567,86;7419,79;4712,72;3132,05;2306,64;2006,63;1672,95;5666,11;3122,74;6040,24;15496,28;11401,52;5876,55;5541,19;6170,35;5037,93;158442,59
"421190 Palhoça";483,16;5806,80;84378,37;711787,66;722312,16;858012,06;839985,90;839088,03;865163,86;821175,61;834884,75;820757,23;1004863,47;999154,98;826023,64;1094194,73;813137,39;844347,42;882620,78;893044,73;809785,35;1129208,78;912546,18;957985,08;1030902,93;960531,59;781897,96;21344080,60
"421200 Palma Sola";-;301,50;1010,50;89340,10;93484,49;110345,88;110828,52;96311,68;89113,55;100564,54;97362,81;89598,00;119822,10;149174,59;80603,85;84198,97;136467,83;141286,78;106023,20;118283,29;94864,16;107294,10;114233,68;99571,22;119690,24;96605,29;80327,04;2526707,91
"421205 Palmeira";-;-;-;7369,56;9026,74;8873,10;9387,06;13687,22;11884,14;13298,72;13554,82;7017,10;13444,91;14338,37;11742,59;11068,42;18355,05;14059,09;21507,10;13583,88;26141,22;15448,62;16253,95;16505,52;11953,15;17986,40;13324,88;329811,61
"421210 Palmitos";-;7775,65;2486,26;140327,56;82925,20;100312,59;106369,57;106124,77;97326,03;102440,09;102489,57;100389,23;104047,91;104400,27;99222,65;134112,09;122510,58;151159,45;111318,82;167782,40;120466,04;125836,90;143969,20;136157,53;140475,95;130919,53;112279,51;2853625,35
"421220 Papanduva";-;-;2176,52;82518,34;68060,45;135671,40;106716,27;91674,80;79436,34;145327,13;89430,64;72234,27;91254,57;82033,89;71989,06;69371,61;72170,20;67771,63;78339,33;77882,45;118264,67;105022,69;101986,74;100859,95;101940,73;95859,32;99186,38;2207179,38
"421223 Paraíso";-;-;3607,30;27310,43;31070,12;22243,73;42769,13;46945,20;42368,78;44981,16;51291,08;33902,26;49379,51;41394,63;16676,91;27436,88;29729,46;53743,62;28830,56;28143,17;36994,14;24145,02;42436,90;24172,68;42642,04;28634,57;28703,62;849552,90
"421225 Passo de Torres";-;-;143,66;20250,43;24690,17;31475,84;26524,12;61482,72;24347,13;47434,09;60220,03;52316,75;42668,30;40284,71;41412,45;39111,85;29834,42;60089,26;33505,83;45119,01;29830,96;29036,32;38422,43;39172,80;33031,29;33755,72;46150,51;930310,80
"421227 Passos Maia";-;6,97;2224,00;22586,85;24157,27;31261,04;27432,75;34591,57;31559,12;35750,30;33075,48;27747,61;43139,91;36013,23;25835,62;25860,55;36483,28;25150,17;28939,72;27472,32;22668,49;21478,47;57623,02;25593,56;37852,94;33722,80;19222,92;737449,96
"421230 Paulo Lopes";-;699,92;6308,03;53771,36;44938,24;53758,19;59174,89;70459,73;71247,00;65630,14;83496,70;67056,30;81120,22;78902,31;69075,23;79590,68;61189,15;64673,44;72810,11;71146,83;75745,11;83527,91;96490,12;96668,54;78728,83;72149,47;66481,28;1724839,73
"421240 Pedras Grandes";1400,00;-;730,41;41892,48;59120,23;24636,96;25936,47;24814,62;29798,68;18413,93;23053,75;19386,37;22160,72;25774,14;26679,95;24677,67;24594,04;21828,74;31598,77;38301,91;23807,84;40471,07;29904,92;28473,88;26559,55;31471,90;45777,30;711266,30
"421250 Penha";-;195,47;2452,94;115896,09;215660,35;110009,25;112250,39;119672,81;114455,83;175315,10;102898,86;112528,21;106803,22;120379,08;91463,06;97913,06;104583,86;124733,55;148324,57;165454,19;158090,01;151942,86;154573,75;147220,24;256002,45;193257,97;119973,69;3322050,86
"421260 Peritiba";-;-;-;21975,33;15076,30;13473,21;13526,66;19702,87;14311,03;18775,92;24826,28;23064,63;20480,92;23924,79;22772,97;22288,13;23630,10;20924,74;33219,47;19873,03;13921,93;17181,82;26949,58;16828,37;21282,10;26750,15;24728,60;499488,93
"421265 Pescaria Brava";301,50;-;665,19;28653,45;22470,01;27102,61;27040,79;23119,52;34703,21;27077,74;37046,78;28241,09;34264,86;52408,60;33448,46;52596,21;32308,12;37651,48;41130,86;49657,26;20322,28;54094,56;39135,38;46038,54;35677,90;39751,75;28350,05;853258,20
"421270 Petrolândia";6,74;574,20;771,60;15764,81;23960,30;25223,58;25940,78;19477,60;32468,13;18055,25;20118,67;19798,13;20529,32;27302,74;21518,40;16072,05;23002,28;28195,23;25780,41;37873,26;28440,12;29890,38;29112,62;31680,60;43099,31;33216,90;32830,40;630703,81
"421290 Pinhalzinho";-;-;1202,93;126663,93;105657,61;116500,33;114204,90;116483,87;105154,73;120160,79;113403,28;110004,46;146718,94;114076,31;121931,07;92297,40;135616,07;110345,82;112144,47;176855,34;106293,58;126288,00;163629,35;131284,10;137161,34;153945,75;122605,89;2980630,26
"421300 Pinheiro Preto";-;-;2937,00;19084,66;24533,52;26294,17;26754,52;43396,97;39045,68;33741,69;38115,56;31122,67;28494,10;25956,39;17251,48;15451,19;23002,40;21791,94;20001,07;25313,39;28607,05;22585,19;23861,24;18261,72;22831,14;28143,68;31214,43;637792,85
"421310 Piratuba";-;-;301,50;48839,89;34084,73;27781,19;24662,07;27261,95;34644,09;38074,20;29858,59;27988,91;29204,27;32025,12;26416,64;30368,25;27964,45;25029,04;54301,88;40457,13;41825,87;45656,24;41943,47;41178,97;52165,57;50422,42;44208,90;876665,34
"421315 Planalto Alegre";-;-;327,60;20675,70;11336,22;13214,11;18716,40;19929,04;20913,41;36348,26;21918,40;19405,78;34475,74;21162,83;30282,66;17203,07;34633,55;21721,99;20390,08;22834,68;21998,95;26038,74;30264,31;34436,90;42838,23;36049,82;18246,63;595363,10
"421320 Pomerode";-;-;20094,13;94294,35;100129,30;102878,50;92750,89;118980,68;134741,04;145077,32;219643,57;163317,51;117618,60;132166,42;117070,69;121995,70;105370,27;143746,77;121097,27;166620,17;150551,57;142478,85;142521,30;156866,45;190746,29;143418,01;94308,91;3238484,56
"421330 Ponte Alta";-;-;1546,90;19533,70;11437,39;14269,73;37004,06;32502,37;25280,08;22608,02;28187,19;26759,79;62273,79;29917,90;27636,75;29120,19;21638,09;23862,60;28541,68;27617,03;27364,76;35079,73;17663,81;20369,73;20227,12;22921,14;24896,48;638260,03
"421335 Ponte Alta do Norte";-;-;-;6080,30;6836,57;10861,94;14940,00;19759,26;7783,27;20637,99;16060,04;12555,17;12273,69;13006,86;15107,95;11963,10;10583,24;13638,21;17878,76;16473,28;14851,78;14584,78;15877,45;15425,42;19849,05;16811,20;22687,54;346526,85
"421340 Ponte Serrada";-;184,19;1395,07;114476,82;47440,72;221465,57;109170,90;80848,83;85479,23;95072,70;90866,04;82228,08;120232,03;91418,30;83858,46;75155,53;107573,88;82726,79;104355,87;106900,86;98027,34;102728,64;119235,44;102208,70;131286,00;94342,98;86157,45;2434836,42
"421350 Porto Belo";-;3420,10;10859,88;81586,79;161519,07;93009,87;89306,07;87935,03;106389,32;137230,81;98975,51;93354,99;92539,35;122587,02;94490,50;108468,89;81557,82;96756,29;102914,91;111652,78;96367,64;112775,73;117747,08;117134,10;155718,94;128367,39;84219,26;2586885,14
"421360 Porto União";-;308,04;1447,32;158476,71;154041,85;175753,43;129800,88;165616,56;187950,11;213695,50;172305,60;187809,66;176266,60;215266,35;184834,70;162364,41;168856,53;187540,93;192474,50;217522,47;229057,13;217116,77;206247,47;238692,97;236764,58;209828,56;183621,95;4573661,58
"421370 Pouso Redondo";-;-;932,60;80192,52;62748,54;65180,93;65071,99;64581,36;231632,24;70998,46;77950,49;75667,18;62726,78;84097,05;87819,99;80134,37;76684,06;82788,05;88017,90;182880,28;76546,07;125302,14;85458,98;84294,41;79935,88;83981,13;68383,08;2144006,48
"421380 Praia Grande";-;-;-;19735,57;29853,39;28044,98;31240,23;172897,76;26992,18;24746,78;20920,81;30019,99;34696,11;30185,04;22126,65;22214,03;27717,44;97970,73;21890,07;53759,44;28432,37;29016,83;37861,41;63744,53;30099,01;23993,61;57200,65;965359,61
"421390 Presidente Castello Branco";-;-;243,94;12489,85;10906,48;10578,06;6781,81;8883,29;6342,76;11365,01;17397,92;8681,14;13434,32;13871,72;9405,69;9908,05;8710,97;6869,88;17254,93;6747,31;17617,60;9408,05;14409,91;8589,58;8339,93;12217,52;9993,74;260449,46
"421400 Presidente Getúlio";-;-;1903,20;60921,55;50475,43;42159,53;70781,52;69083,12;116485,44;69173,51;80810,50;86528,50;108283,78;96565,96;79732,48;67138,52;76428,08;86212,19;79161,23;145767,56;74974,03;119908,50;75738,42;84855,59;80694,55;67770,19;65816,88;1957370,26
"421410 Presidente Nereu";-;-;-;8998,54;4516,20;6729,15;9003,31;6231,13;26820,89;8971,85;16462,64;13172,12;12082,26;11441,85;11607,38;9692,79;9426,66;9125,24;11686,10;18526,12;8809,53;12990,17;9496,91;8296,16;7811,83;9906,76;8828,87;260634,46
"421415 Princesa";-;-;79,64;20338,26;22970,85;37675,71;25843,32;23964,53;28372,81;26344,59;28588,61;28977,95;29427,96;23990,37;22550,35;19604,41;23622,61;28922,33;34033,26;39337,41;24771,71;27746,65;38570,20;40223,43;27432,99;24348,39;21593,83;669332,17
"421420 Quilombo";-;79,75;2747,43;75091,59;74391,69;92042,58;79092,82;88515,79;88610,60;121735,76;73789,29;58083,78;87370,83;82533,84;84809,98;73658,74;107927,58;91353,28;86125,24;136973,51;111484,60;97758,76;110583,69;87964,97;138433,82;95674,55;80095,54;2226930,01
"421430 Rancho Queimado";-;-;389,99;11803,89;13551,58;16850,85;13008,29;10267,42;13163,05;10669,28;16510,02;11276,80;13237,17;16406,07;14763,00;20647,06;17899,82;16558,57;13407,14;12104,16;13646,71;21335,17;17817,88;18129,07;17017,30;17732,19;10405,53;358598,01
"421440 Rio das Antas";-;313,24;7432,93;39622,62;37074,35;37329,03;43933,96;56613,38;56419,20;54606,54;47080,68;46257,50;46258,27;47143,31;44045,85;40473,37;43182,61;51999,39;50145,06;43271,53;39434,26;43075,50;45126,12;37521,76;44803,84;37234,90;36828,98;1077228,18
"421450 Rio do Campo";-;-;-;21660,53;18174,49;24069,59;31516,70;33038,68;66202,25;35858,84;25415,10;29655,64;29626,12;28223,62;32677,65;25105,64;21975,06;25134,73;26457,59;62246,89;29729,68;39303,28;27588,39;23121,18;27340,78;27357,10;20230,28;731709,81
"421460 Rio do Oeste";-;-;-;28165,11;23894,70;17715,38;22219,41;32319,21;59564,89;22842,48;29047,22;37548,97;37638,04;25538,89;18615,25;26475,87;25642,77;33243,78;28696,44;57766,25;32156,27;39158,24;24765,89;25646,28;21753,87;33275,58;27270,31;730961,10
"421480 Rio do Sul";-;35,94;5568,08;356459,87;409868,69;445339,30;493442,91;491552,40;555751,15;515520,04;521590,89;485306,87;510750,75;494524,25;464355,63;432642,86;421372,84;481778,06;499435,99;605358,03;481291,24;556137,23;560289,74;553930,35;511648,75;584292,57;423629,34;11861873,77
"421470 Rio dos Cedros";-;-;3740,17;38756,30;42777,16;41324,83;46193,98;44349,75;54817,78;39424,98;276007,45;40833,14;44163,74;69398,35;48700,37;44406,36;39114,97;46980,99;158344,84;97953,49;65582,67;55716,41;100632,66;121804,82;57503,92;70090,50;52805,81;1701425,44
"421490 Rio Fortuna";-;226,85;2569,75;31457,64;33916,83;31209,05;35704,01;35988,04;40470,36;38422,28;37801,82;42328,37;37542,09;48410,89;33839,24;22803,44;24212,99;30125,29;39909,57;44785,90;25415,18;45938,28;33339,30;30320,17;29826,17;43805,40;23196,25;843565,16
"421500 Rio Negrinho";192,00;5636,69;12462,66;171232,55;189421,59;286259,95;195564,43;221766,01;228104,67;407006,34;254570,58;268475,33;263345,65;263258,90;233299,99;222432,05;244417,00;273432,75;269004,73;281869,25;262110,68;271919,22;285024,39;261337,73;263269,76;269669,28;218410,63;6123494,81
"421505 Rio Rufino";-;-;-;5896,90;7486,96;7850,33;9103,11;12068,93;10165,80;12683,29;8101,87;9721,38;13831,53;13822,86;7063,35;6317,59;8150,68;8166,15;8397,43;3950,20;7245,13;23874,58;6840,05;4732,19;6877,07;6956,04;4076,46;213379,88
"421507 Riqueza";-;-;799,00;47832,66;27823,04;30613,34;56871,26;31240,81;40497,64;40138,19;40621,82;40159,01;55757,02;39337,54;40793,18;26946,28;29549,22;45728,69;33186,31;44556,68;39080,10;38605,44;47834,44;38024,62;47093,09;43767,12;34558,48;961414,98
"421510 Rodeio";-;-;1929,17;43255,73;43054,71;42646,44;43104,05;57760,16;51522,94;66391,24;131130,55;51358,42;48103,61;51011,20;52766,10;63037,30;43407,05;54806,47;57138,16;56270,77;53536,43;51814,91;72158,41;108936,20;70916,67;64145,85;64313,02;1444515,56
"421520 Romelândia";-;-;3394,61;73703,69;49389,00;50531,12;62399,37;55647,69;55860,79;58678,30;55922,05;51757,83;62032,67;63278,34;44490,40;40587,15;42445,44;57679,94;60385,48;48336,46;50468,56;66035,02;72574,71;55375,21;61506,69;53476,37;49005,63;1344962,52
"421530 Salete";-;-;1003,93;22160,14;21319,50;27379,03;27324,30;28874,74;49182,86;35265,07;45719,48;36960,35;33145,65;36853,11;39182,75;35043,86;45774,22;41777,13;35179,87;41473,20;34972,74;43391,88;39853,24;36078,33;30349,48;46422,10;34910,76;869597,72
"421535 Saltinho";-;150,00;285,00;25244,98;26082,60;22704,95;27073,50;28915,59;31641,88;24197,31;27312,73;13986,13;31953,78;35154,30;21096,03;17310,05;19717,28;27504,00;22365,56;48047,01;33879,46;29904,89;27743,35;24139,72;37846,57;26434,72;15573,32;646264,71
"421540 Salto Veloso";-;-;312,83;8940,34;14298,49;18214,05;16836,35;20457,92;24716,30;29490,65;29065,13;15228,49;14571,92;14824,08;16235,71;22485,06;24750,63;28454,25;23749,67;28578,89;43829,53;56717,25;39299,42;39822,40;42695,86;45109,93;41110,57;659795,72
"421545 Sangão";79,75;800,00;1679,75;31622,98;28039,13;42140,12;46529,26;48016,73;56844,06;41448,49;44140,53;37526,74;46946,52;62131,24;57662,77;52482,44;41174,65;55940,32;46766,20;65343,48;45107,08;41012,76;43460,87;46103,09;47073,16;79221,84;34147,28;1143441,24
